"ligtin_bag_pnd_identificatie","aantal_woonfunctie","aantal_niet_woonfunctie","min_verdiepingtoegang"
"0363100012132901","2","0","0"
"0363100012132902","1","0","0"
"0363100012132903","4","0","0"
"0363100012132904","1","0","0"
"0363100012132905","7","10","0"
"0363100012132906","1","0","0"
"0363100012132907","1","0","0"
"0363100012132908","1","0","0"
"0363100012132909","1","0","0"
"0363100012132910","1","0","0"
"0363100012132911","1","0","0"
"0363100012132912","1","0","0"
"0363100012132913","1","0","0"
"0363100012132914","31","2","0"
"0363100012132915","4","0","0"
"0363100012132916","3","1","0"
"0363100012132917","7","0","0"
"0363100012132918","4","0","0"
"0363100012132919","1","0","0"
"0363100012132920","2","0","0"
"0363100012132921","1","0","0"
"0363100012132922","4","0","0"
"0363100012132923","1","0","0"
"0363100012132924","4","0","0"
"0363100012132925","4","0","0"
"0363100012132926","1","0","0"
"0363100012132927","3","0","0"
"0363100012132928","1","0","0"
"0363100012132929","1","0","0"
"0363100012132930","1","1",NULL
"0363100012132931","3","0","0"
"0363100012132932","1","0","0"
"0363100012132933","2","0","0"
"0363100012132934","4","0","0"
"0363100012132935","1","0","0"
"0363100012132936","1","0","0"
"0363100012132937","18","0","0"
"0363100012132938","1","0","0"
"0363100012132939","2","0","0"
"0363100012132940","1","0","0"
"0363100012132941","6","0","0"
"0363100012132942","8","2","0"
"0363100012132943","1","0","0"
"0363100012132944","4","0","1"
"0363100012132945","1","0","0"
"0363100012132946","0","1",NULL
"0363100012132947","1","0","0"
"0363100012132948","1","0","0"
"0363100012132949","4","1","0"
"0363100012132950","0","1","0"
"0363100012132951","8","0","0"
"0363100012132952","3","1","0"
"0363100012132953","2","0","0"
"0363100012132954","1","0","0"
"0363100012132955","1","0","0"
"0363100012132956","0","1",NULL
"0363100012132957","0","1",NULL
"0363100012132958","6","0","0"
"0363100012132959","1","0","0"
"0363100012132960","1","0","0"
"0363100012132961","3","1","0"
"0363100012132962","1","0",NULL
"0363100012132963","1","0","0"
"0363100012132964","8","0","0"
"0363100012132965","1","0","0"
"0363100012132966","1","0","0"
"0363100012132967","0","1","0"
"0363100012132968","1","0","0"
"0363100012132969","20","0",NULL
"0363100012132970","2","0","0"
"0363100012132971","0","1",NULL
"0363100012132972","1","0","0"
"0363100012132973","0","1","0"
"0363100012132974","0","1",NULL
"0363100012132975","3","1","1"
"0363100012132976","1","0","0"
"0363100012132977","1","0","0"
"0363100012132978","1","0","0"
"0363100012132979","4","0","3"
"0363100012132980","1","0","0"
"0363100012132981","9","2","0"
"0363100012132982","3","0","0"
"0363100012132983","1","0","0"
"0363100012132984","0","1",NULL
"0363100012132986","0","1",NULL
"0363100012132987","5","0","0"
"0363100012132988","1","0","0"
"0363100012132989","12","0","0"
"0363100012132990","1","0","0"
"0363100012132991","3","0","0"
"0363100012132992","1","0","0"
"0363100012132993","0","1",NULL
"0363100012132994","1","0","0"
"0363100012132995","1","0","0"
"0363100012132996","1","0","0"
"0363100012132997","4","0","0"
"0363100012132998","2","0","0"
"0363100012132999","1","0","0"
"0363100012133000","1","0","0"
"0363100012133001","0","1",NULL
"0363100012133002","1","0","0"
"0363100012133003","9","0","0"
"0363100012133004","2","0","0"
"0363100012133005","3","1","1"
"0363100012133006","6","0","0"
"0363100012133007","0","9","0"
"0363100012133008","1","0","0"
"0363100012133009","17","0","0"
"0363100012133010","1","0","0"
"0363100012133011","1","0","0"
"0363100012133012","1","0","0"
"0363100012133013","2","0","0"
"0363100012133014","1","0","0"
"0363100012133015","10","4","1"
"0363100012133016","4","0","0"
"0363100012133017","1","0","0"
"0363100012133018","1","0","0"
"0363100012133019","4","0","0"
"0363100012133020","18","8",NULL
"0363100012133021","4","0","0"
"0363100012133022","3","0","1"
"0363100012133023","1","1","0"
"0363100012133024","1","0","0"
"0363100012133025","0","1",NULL
"0363100012133026","1","0","0"
"0363100012133027","3","0","0"
"0363100012133028","1","0","0"
"0363100012133029","1","0","0"
"0363100012133030","1","0","0"
"0363100012133031","4","0","0"
"0363100012133032","0","13",NULL
"0363100012133033","8","0","0"
"0363100012133034","6","0","0"
"0363100012133035","1","0","0"
"0363100012133036","1","0","0"
"0363100012133037","1","0","0"
"0363100012133038","2","2","0"
"0363100012133040","1","0","0"
"0363100012133041","1","0","0"
"0363100012133042","1","0","0"
"0363100012133043","1","0","0"
"0363100012133044","1","0","0"
"0363100012133046","1","0","0"
"0363100012133047","4","0","0"
"0363100012133048","2","1","0"
"0363100012133049","1","0","0"
"0363100012133050","1","0","0"
"0363100012133051","1","0","0"
"0363100012133053","1","0","0"
"0363100012133054","1","0","0"
"0363100012133055","1","0","0"
"0363100012133056","8","0","0"
"0363100012133057","1","0","0"
"0363100012133058","2","0","0"
"0363100012133059","2","0","0"
"0363100012133060","4","0","0"
"0363100012133061","1","0","0"
"0363100012133062","4","0","0"
"0363100012133063","1","0","0"
"0363100012133064","1","0","0"
"0363100012133065","8","0","0"
"0363100012133066","1","0","0"
"0363100012133068","9","0","0"
"0363100012133069","1","0","0"
"0363100012133070","3","0","0"
"0363100012133071","2","0","0"
"0363100012133072","1","0","0"
"0363100012133073","2","0","0"
"0363100012133074","8","0","0"
"0363100012133075","1","0","0"
"0363100012133077","0","1","0"
"0363100012133078","3","1","1"
"0363100012133079","4","0","0"
"0363100012133080","3","1","0"
"0363100012133081","1","0","0"
"0363100012133082","8","0","0"
"0363100012133083","1","0","0"
"0363100012133084","0","1",NULL
"0363100012133085","1","0",NULL
"0363100012133086","4","0","0"
"0363100012133087","3","1","0"
"0363100012133088","0","1",NULL
"0363100012133089","1","0","0"
"0363100012133090","1","0","0"
"0363100012133091","4","0","0"
"0363100012133092","7","0","0"
"0363100012133093","1","0","0"
"0363100012133094","8","0","1"
"0363100012133095","2","0","0"
"0363100012133096","0","1",NULL
"0363100012133097","1","0","0"
"0363100012133098","0","1",NULL
"0363100012133099","0","2","0"
"0363100012133100","1","0","0"
"0363100012133101","3","0","0"
"0363100012133102","1","0","0"
"0363100012133103","1","0","0"
"0363100012133104","1","0","0"
"0363100012133105","5","0","0"
"0363100012133106","6","0","0"
"0363100012133107","19","0","0"
"0363100012133108","1","0","0"
"0363100012133109","1","0","0"
"0363100012133110","4","0","0"
"0363100012133111","1","0","0"
"0363100012133112","1","0","0"
"0363100012133113","1","0","0"
"0363100012133114","4","0","0"
"0363100012133115","0","1",NULL
"0363100012133116","1","0","0"
"0363100012133117","1","0","0"
"0363100012133118","0","2","0"
"0363100012133119","1","0","0"
"0363100012133120","1","0","0"
"0363100012133121","3","0","0"
"0363100012133122","1","0","0"
"0363100012133123","0","1",NULL
"0363100012133124","3","0","0"
"0363100012133125","0","1","0"
"0363100012133126","4","0","0"
"0363100012133127","2","0","0"
"0363100012133128","2","0","0"
"0363100012133129","4","0","0"
"0363100012133130","1","0","0"
"0363100012133131","4","0","0"
"0363100012133132","1","0","0"
"0363100012133133","12","0","0"
"0363100012133135","3","0","0"
"0363100012133136","3","0","0"
"0363100012133137","1","0","0"
"0363100012133138","1","0","0"
"0363100012133139","8","0","0"
"0363100012133140","1","0","0"
"0363100012133141","2","0","0"
"0363100012133142","5","0","0"
"0363100012133143","1","0","0"
"0363100012133144","3","0","0"
"0363100012133145","1","0","0"
"0363100012133146","8","0","0"
"0363100012133147","1","0","0"
"0363100012133148","1","0","0"
"0363100012133149","2","0","0"
"0363100012133150","4","0","0"
"0363100012133151","4","0","0"
"0363100012133152","10","0","0"
"0363100012133153","3","0","0"
"0363100012133154","1","0","0"
"0363100012133155","4","0","0"
"0363100012133156","2","0","0"
"0363100012133157","2","0","0"
"0363100012133158","4","0","0"
"0363100012133159","1","0","0"
"0363100012133160","9","0","0"
"0363100012133162","0","1",NULL
"0363100012133163","1","0","0"
"0363100012133164","1","0","0"
"0363100012133165","2","0","0"
"0363100012133166","1","0","0"
"0363100012133167","3","0","0"
"0363100012133168","1","0","0"
"0363100012133169","1","0","0"
"0363100012133170","1","0","0"
"0363100012133171","1","0","0"
"0363100012133172","1","0","0"
"0363100012133173","1","0","0"
"0363100012133174","4","0","0"
"0363100012133175","8","0","0"
"0363100012133176","4","0","0"
"0363100012133177","3","1","1"
"0363100012133178","1","0","0"
"0363100012133179","1","0","0"
"0363100012133180","4","0","0"
"0363100012133181","4","0","0"
"0363100012133182","4","0","0"
"0363100012133183","3","1","1"
"0363100012133184","2","0","0"
"0363100012133185","0","1",NULL
"0363100012133186","1","0","0"
"0363100012133187","3","0","0"
"0363100012133188","2","0","0"
"0363100012133189","1","0","0"
"0363100012133190","1","0","0"
"0363100012133191","1","0","0"
"0363100012133192","3","0","0"
"0363100012133193","8","0","0"
"0363100012133194","1","0","0"
"0363100012133195","1","0","0"
"0363100012133196","46","0","0"
"0363100012133197","1","0","0"
"0363100012133198","3","1","1"
"0363100012133199","0","1",NULL
"0363100012133200","1","0","0"
"0363100012133201","0","1",NULL
"0363100012133202","8","0","0"
"0363100012133203","1","0","0"
"0363100012133204","3","0","0"
"0363100012133205","1","0","0"
"0363100012133206","9","0","0"
"0363100012133207","1","0","0"
"0363100012133208","8","0","0"
"0363100012133209","1","0","0"
"0363100012133210","1","0","0"
"0363100012133211","2","1","0"
"0363100012133212","7","0","0"
"0363100012133213","11","0","0"
"0363100012133214","3","0","0"
"0363100012133215","1","0","0"
"0363100012133216","1","0","0"
"0363100012133217","1","0","0"
"0363100012133218","1","0","0"
"0363100012133219","1","0","0"
"0363100012133220","1","0","0"
"0363100012133221","2","0","0"
"0363100012133223","8","0","0"
"0363100012133224","1","0","0"
"0363100012133225","29","1","0"
"0363100012133226","2","0","0"
"0363100012133227","3","0","0"
"0363100012133228","1","0","0"
"0363100012133229","0","1",NULL
"0363100012133230","1","0","0"
"0363100012133231","1","0","0"
"0363100012133232","4","0","0"
"0363100012133233","0","2","0"
"0363100012133234","2","0","0"
"0363100012133235","0","10","0"
"0363100012133236","1","0","0"
"0363100012133237","2","0","0"
"0363100012133238","4","0","0"
"0363100012133239","1","0","0"
"0363100012133240","8","0","0"
"0363100012133241","3","1","1"
"0363100012133242","2","0","0"
"0363100012133243","4","0","0"
"0363100012133245","1","0","0"
"0363100012133246","8","0","0"
"0363100012133248","0","1","0"
"0363100012133249","3","0","0"
"0363100012133250","1","0","0"
"0363100012133251","1","0","0"
"0363100012133252","6","0","0"
"0363100012133253","1","0","0"
"0363100012133255","0","1","0"
"0363100012133256","1","0","0"
"0363100012133257","1","0","0"
"0363100012133258","0","1",NULL
"0363100012133259","1","0","0"
"0363100012133260","1","0","0"
"0363100012133261","1","0","0"
"0363100012133262","1","0","0"
"0363100012133263","8","0","0"
"0363100012133264","1","0","0"
"0363100012133265","0","23","0"
"0363100012133266","4","0","0"
"0363100012133267","3","0","0"
"0363100012133268","1","0","0"
"0363100012133270","9","0","0"
"0363100012133271","1","0","0"
"0363100012133272","1","1","1"
"0363100012133273","2","0","0"
"0363100012133274","5","0","0"
"0363100012133275","4","0","0"
"0363100012133276","2","0","0"
"0363100012133277","1","0","0"
"0363100012133278","1","0","0"
"0363100012133279","3","0","0"
"0363100012133280","1","0","0"
"0363100012133281","1","0","0"
"0363100012133282","1","0","0"
"0363100012133283","9","0","0"
"0363100012133284","1","0","0"
"0363100012133285","1","0","0"
"0363100012133286","1","0","0"
"0363100012133287","1","0","0"
"0363100012133288","1","0","0"
"0363100012133289","1","0","0"
"0363100012133290","1","0","0"
"0363100012133291","1","0","0"
"0363100012133292","1","0","2"
"0363100012133293","1","0","0"
"0363100012133294","1","0","0"
"0363100012133295","3","1","1"
"0363100012133296","4","0","0"
"0363100012133297","1","1","0"
"0363100012133298","1","0","0"
"0363100012133299","1","0","0"
"0363100012133300","1","0","0"
"0363100012133301","1","0",NULL
"0363100012133302","1","1","0"
"0363100012133303","5","0","0"
"0363100012133304","7","1","0"
"0363100012133305","1","0","0"
"0363100012133306","0","1",NULL
"0363100012133307","2","0","0"
"0363100012133308","0","1","0"
"0363100012133309","1","0","0"
"0363100012133310","1","0","0"
"0363100012133311","6","0","0"
"0363100012133312","1","0","0"
"0363100012133313","24","0",NULL
"0363100012133314","3","0","0"
"0363100012133315","3","0","0"
"0363100012133316","4","0","0"
"0363100012133317","12","0","0"
"0363100012133318","1","0","0"
"0363100012133319","1","0","0"
"0363100012133320","0","1","0"
"0363100012133321","9","0","0"
"0363100012133322","1","0","0"
"0363100012133323","4","0","0"
"0363100012133324","2","0","0"
"0363100012133325","4","0","0"
"0363100012133326","1","0","0"
"0363100012133327","1","0","0"
"0363100012133328","1","0","0"
"0363100012133329","1","0","0"
"0363100012133330","5","0","0"
"0363100012133331","0","1",NULL
"0363100012133332","1","0","0"
"0363100012133333","1","0","0"
"0363100012133334","0","1",NULL
"0363100012133335","2","0","0"
"0363100012133336","1","0","0"
"0363100012133337","9","0","0"
"0363100012133338","1","0","0"
"0363100012133339","4","0","0"
"0363100012133340","3","0","0"
"0363100012133341","1","0","0"
"0363100012133342","1","0","0"
"0363100012133343","8","0","0"
"0363100012133344","8","0","0"
"0363100012133345","1","0","0"
"0363100012133346","2","0","0"
"0363100012133347","8","0","0"
"0363100012133348","3","0","0"
"0363100012133349","1","0","0"
"0363100012133350","2","0","0"
"0363100012133351","1","1","1"
"0363100012133352","4","0","0"
"0363100012133353","0","1",NULL
"0363100012133354","1","0","0"
"0363100012133355","2","1","0"
"0363100012133356","3","1","1"
"0363100012133357","3","0","0"
"0363100012133358","10","0","0"
"0363100012133359","4","0","0"
"0363100012133360","1","0","0"
"0363100012133361","2","0","0"
"0363100012133362","1","0","0"
"0363100012133363","8","2","0"
"0363100012133364","1","0","0"
"0363100012133365","3","0","0"
"0363100012133366","3","0","0"
"0363100012133367","12","1","0"
"0363100012133368","4","0","0"
"0363100012133369","8","0","0"
"0363100012133370","0","1",NULL
"0363100012133371","1","0","0"
"0363100012133372","4","0","0"
"0363100012133373","6","0","0"
"0363100012133374","8","0","0"
"0363100012133375","4","0","0"
"0363100012133376","5","0","1"
"0363100012133377","3","1","1"
"0363100012133378","1","0","0"
"0363100012133379","4","0","0"
"0363100012133380","1","0","0"
"0363100012133381","3","0","0"
"0363100012133382","0","1","0"
"0363100012133383","1","0","0"
"0363100012133384","16","1","0"
"0363100012133385","3","2","1"
"0363100012133386","1","0","0"
"0363100012133387","2","0","0"
"0363100012133388","1","0","0"
"0363100012133389","5","0","0"
"0363100012133390","3","0","0"
"0363100012133391","1","0","0"
"0363100012133392","1","0","0"
"0363100012133393","2","0","0"
"0363100012133394","1","0","0"
"0363100012133395","1","0","0"
"0363100012133396","6","0","0"
"0363100012133397","16","2","0"
"0363100012133398","1","0","0"
"0363100012133399","1","0","0"
"0363100012133400","1","0","0"
"0363100012133401","1","0","0"
"0363100012133402","5","0","0"
"0363100012133403","0","1","0"
"0363100012133404","1","0","0"
"0363100012133405","1","0","0"
"0363100012133406","3","0","0"
"0363100012133407","9","0","0"
"0363100012133408","1","0","0"
"0363100012133409","2","0","0"
"0363100012133410","1","0","0"
"0363100012133411","0","1",NULL
"0363100012133412","4","0","0"
"0363100012133413","1","0","0"
"0363100012133414","1","2","0"
"0363100012133415","1","0","0"
"0363100012133416","1","0","0"
"0363100012133417","3","0","0"
"0363100012133418","0","1","0"
"0363100012133419","0","2","0"
"0363100012133420","2","0","0"
"0363100012133421","1","0","0"
"0363100012133422","8","0","0"
"0363100012133423","1","0","0"
"0363100012133424","6","0","0"
"0363100012133425","1","0","0"
"0363100012133426","4","0","0"
"0363100012133427","1","0","0"
"0363100012133428","0","1","0"
"0363100012133429","1","0","0"
"0363100012133430","1","0","0"
"0363100012133431","7","0","0"
"0363100012133432","1","0","0"
"0363100012133433","1","0","0"
"0363100012133434","4","0","0"
"0363100012133435","4","0","0"
"0363100012133436","4","0","0"
"0363100012133437","5","1","0"
"0363100012133438","10","0","0"
"0363100012133439","4","0","0"
"0363100012133440","1","0","0"
"0363100012133441","0","1","0"
"0363100012133442","1","0","0"
"0363100012133443","1","0","0"
"0363100012133444","1","0","0"
"0363100012133445","0","1",NULL
"0363100012133446","1","0","0"
"0363100012133447","1","0","0"
"0363100012133448","3","0","0"
"0363100012133450","3","1","1"
"0363100012133451","1","0","0"
"0363100012133452","2","0","0"
"0363100012133453","9","0","0"
"0363100012133454","8","0","0"
"0363100012133455","1","0","0"
"0363100012133456","5","0","0"
"0363100012133457","1","0","0"
"0363100012133458","2","0","0"
"0363100012133459","8","0","0"
"0363100012133460","1","0","0"
"0363100012133461","1","0","0"
"0363100012133462","2","0","0"
"0363100012133464","1","0","0"
"0363100012133465","2","0","0"
"0363100012133466","0","1",NULL
"0363100012133467","3","1","1"
"0363100012133468","1","0","0"
"0363100012133469","1","0","0"
"0363100012133470","2","0",NULL
"0363100012133471","1","0","0"
"0363100012133472","0","1","0"
"0363100012133473","1","0","0"
"0363100012133474","2","1","1"
"0363100012133475","0","1","0"
"0363100012133476","2","0","0"
"0363100012133477","1","0","0"
"0363100012133478","1","0","0"
"0363100012133479","2","0","0"
"0363100012133480","1","0","0"
"0363100012133481","1","0","0"
"0363100012133482","4","2","0"
"0363100012133483","8","2","1"
"0363100012133484","16","2","0"
"0363100012133485","5","0","0"
"0363100012133486","1","0","0"
"0363100012133487","1","0","0"
"0363100012133488","4","0","0"
"0363100012133489","1","0","0"
"0363100012133490","1","0","0"
"0363100012133491","1","0","0"
"0363100012133492","1","0","0"
"0363100012133493","8","0","0"
"0363100012133494","1","0","0"
"0363100012133495","1","0","0"
"0363100012133496","1","0","0"
"0363100012133497","1","0","0"
"0363100012133498","1","0","0"
"0363100012133499","3","0","0"
"0363100012133500","1","0","0"
"0363100012133501","1","0","0"
"0363100012133502","1","0","0"
"0363100012133503","0","1",NULL
"0363100012133504","3","0","0"
"0363100012133505","8","0","0"
"0363100012133506","8","0","0"
"0363100012133507","3","0","0"
"0363100012133508","1","0","0"
"0363100012133509","1","0","0"
"0363100012133510","1","0","0"
"0363100012133511","4","0","0"
"0363100012133512","8","0","0"
"0363100012133513","1","0","0"
"0363100012133514","1","0","0"
"0363100012133515","19","1","0"
"0363100012133516","6","1","0"
"0363100012133517","2","2","0"
"0363100012133518","2","0","0"
"0363100012133519","1","0","0"
"0363100012133520","8","1","0"
"0363100012133521","1","0","0"
"0363100012133522","4","0","0"
"0363100012133523","3","0","0"
"0363100012133524","1","0","0"
"0363100012133525","1","0","0"
"0363100012133526","3","1","1"
"0363100012133527","1","0","0"
"0363100012133528","0","1",NULL
"0363100012133529","3","0","0"
"0363100012133530","0","1","0"
"0363100012133531","1","0","0"
"0363100012133532","5","1","0"
"0363100012133533","1","0","0"
"0363100012133534","2","0","0"
"0363100012133535","1","0","0"
"0363100012133536","1","0","0"
"0363100012133537","1","0","0"
"0363100012133538","1","0","0"
"0363100012133539","1","0","0"
"0363100012133540","1","0","0"
"0363100012133541","1","0","0"
"0363100012133542","1","0","0"
"0363100012133544","1","0","0"
"0363100012133545","1","0","0"
"0363100012133546","3","0","0"
"0363100012133547","1","0","0"
"0363100012133548","2","0","2"
"0363100012133549","0","1","0"
"0363100012133550","1","0","0"
"0363100012133551","4","0","0"
"0363100012133552","2","0","0"
"0363100012133553","8","0","0"
"0363100012133554","1","0","0"
"0363100012133555","8","2","0"
"0363100012133556","4","0","0"
"0363100012133557","4","0","0"
"0363100012133558","1","0","0"
"0363100012133559","1","0","0"
"0363100012133560","0","14","0"
"0363100012133561","1","0","0"
"0363100012133562","1","0","0"
"0363100012133563","1","0","0"
"0363100012133564","1","0","0"
"0363100012133565","6","2","0"
"0363100012133566","4","0","0"
"0363100012133567","10","0","0"
"0363100012133568","1","0","0"
"0363100012133569","1","0","0"
"0363100012133570","1","0","0"
"0363100012133571","1","0","0"
"0363100012133572","1","0","0"
"0363100012133573","1","0",NULL
"0363100012133574","1","0","0"
"0363100012133575","7","0","0"
"0363100012133576","8","0","0"
"0363100012133577","7","0","0"
"0363100012133578","4","0","0"
"0363100012133579","4","0","0"
"0363100012133580","5","0","0"
"0363100012133581","8","0","0"
"0363100012133582","2","0","0"
"0363100012133584","2","0","0"
"0363100012133585","1","0","0"
"0363100012133586","1","1","0"
"0363100012133587","1","0","0"
"0363100012133588","10","0","0"
"0363100012133589","1","0","0"
"0363100012133590","1","0","0"
"0363100012133591","1","0","0"
"0363100012133592","1","0","0"
"0363100012133593","2","0","0"
"0363100012133594","4","0","0"
"0363100012133595","4","0","0"
"0363100012133596","1","0","0"
"0363100012133597","1","0","0"
"0363100012133598","6","0","1"
"0363100012133599","4","0","0"
"0363100012133600","1","0","0"
"0363100012133601","1","0","0"
"0363100012133602","1","0","0"
"0363100012133603","1","0","0"
"0363100012133604","1","0","0"
"0363100012133605","4","0","0"
"0363100012133606","1","0","0"
"0363100012133607","0","1",NULL
"0363100012133608","6","3","1"
"0363100012133609","1","0","0"
"0363100012133610","1","0","0"
"0363100012133611","1","0","0"
"0363100012133612","1","0","0"
"0363100012133613","3","1","1"
"0363100012133614","0","8","0"
"0363100012133615","1","0","0"
"0363100012133616","1","0","0"
"0363100012133617","4","1","1"
"0363100012133618","1","0","0"
"0363100012133619","0","1",NULL
"0363100012133620","4","0","0"
"0363100012133621","3","1","0"
"0363100012133622","2","0","0"
"0363100012133623","0","16","0"
"0363100012133625","6","0","0"
"0363100012133626","4","0","0"
"0363100012133627","2","0","0"
"0363100012133628","1","0","0"
"0363100012133629|0363100012134923","1","0","0"
"0363100012133630","1","0","0"
"0363100012133631","0","1",NULL
"0363100012133632","0","1",NULL
"0363100012133633","2","0","0"
"0363100012133634","1","0","0"
"0363100012133635","1","0","0"
"0363100012133636","1","0","0"
"0363100012133637","3","0","0"
"0363100012133638","6","2","0"
"0363100012133639","1","0","0"
"0363100012133640","8","0","0"
"0363100012133641","3","1","0"
"0363100012133642","17","4","0"
"0363100012133643","10","0","0"
"0363100012133644","2","0","0"
"0363100012133646","1","0","0"
"0363100012133647","4","0","0"
"0363100012133648","1","0","0"
"0363100012133649","1","0","0"
"0363100012133650","2","0","0"
"0363100012133651","3","0","0"
"0363100012133652","1","0","0"
"0363100012133653","3","0","0"
"0363100012133654","1","0","0"
"0363100012133655","1","0","0"
"0363100012133656","1","0","0"
"0363100012133657","0","1","0"
"0363100012133658","1","0","0"
"0363100012133659","0","3","0"
"0363100012133660","1","0","0"
"0363100012133661","1","0","0"
"0363100012133662","3","0","0"
"0363100012133663","4","0","0"
"0363100012133664","0","1","0"
"0363100012133665","2","0","0"
"0363100012133666","0","1",NULL
"0363100012133667","1","0","0"
"0363100012133668","3","0","0"
"0363100012133669","1","0","0"
"0363100012133670","1","0","0"
"0363100012133671","0","11","0"
"0363100012133673","2","0","0"
"0363100012133674","5","0","0"
"0363100012133675","0","1",NULL
"0363100012133676","1","0","0"
"0363100012133677","1","0","0"
"0363100012133678","1","0","0"
"0363100012133679","1","0","0"
"0363100012133681","6","4","1"
"0363100012133682","0","1",NULL
"0363100012133683","1","0","0"
"0363100012133684","3","0","0"
"0363100012133685","1","0","0"
"0363100012133686","1","0","0"
"0363100012133687","3","0","0"
"0363100012133688","4","0","1"
"0363100012133689","4","0","1"
"0363100012133690","24","1","0"
"0363100012133691","1","0","0"
"0363100012133692","1","0","0"
"0363100012133693","3","0","0"
"0363100012133694","0","2","0"
"0363100012133695","4","0","0"
"0363100012133696","1","0","0"
"0363100012133697","1","0","0"
"0363100012133698","8","2","0"
"0363100012133699","4","0","0"
"0363100012133700","3","1","0"
"0363100012133701","1","0","0"
"0363100012133702","4","0","0"
"0363100012133703","1","0","0"
"0363100012133704","1","0","0"
"0363100012133705","1","0","0"
"0363100012133706","1","0","0"
"0363100012133707","4","0","0"
"0363100012133708","0","1",NULL
"0363100012133709","1","0","0"
"0363100012133710","2","0","0"
"0363100012133711","0","1","0"
"0363100012133712","0","1",NULL
"0363100012133713","1","0","0"
"0363100012133714","1","0","0"
"0363100012133715","1","0","0"
"0363100012133716","1","0","0"
"0363100012133717","1","0","0"
"0363100012133718","1","0","0"
"0363100012133719","1","0","0"
"0363100012133720","1","0","0"
"0363100012133721","0","1",NULL
"0363100012133722","3","0","0"
"0363100012133723","5","0","0"
"0363100012133724","1","0","0"
"0363100012133725","1","0","0"
"0363100012133726","1","0","0"
"0363100012133727","0","1","0"
"0363100012133728","2","0","0"
"0363100012133729","1","0","0"
"0363100012133730","0","5",NULL
"0363100012133731","10","0","0"
"0363100012133732","0","1",NULL
"0363100012133734","1","0","0"
"0363100012133735","6","2","0"
"0363100012133736","4","0","0"
"0363100012133737","1","0","0"
"0363100012133738","6","4","1"
"0363100012133739","8","0","0"
"0363100012133740","1","0","0"
"0363100012133741","1","0","0"
"0363100012133742","1","0","0"
"0363100012133743","1","0","0"
"0363100012133744","1","0","0"
"0363100012133745","1","0","0"
"0363100012133746","4","0","0"
"0363100012133747","8","0","0"
"0363100012133748","1","0","0"
"0363100012133749","3","1","0"
"0363100012133750","0","9","0"
"0363100012133751","3","1","1"
"0363100012133752","4","0","0"
"0363100012133753","6","0","0"
"0363100012133754","1","0","0"
"0363100012133755","3","1","0"
"0363100012133757","4","0","0"
"0363100012133758","9","2","0"
"0363100012133759","7","0","0"
"0363100012133760","4","0","0"
"0363100012133761","4","0","0"
"0363100012133762","1","0","0"
"0363100012133763","1","0","0"
"0363100012133764","1","0","0"
"0363100012133765","23","3","0"
"0363100012133766","3","0","0"
"0363100012133767","4","0","0"
"0363100012133768","1","0","0"
"0363100012133770","1","0","0"
"0363100012133771","4","0","0"
"0363100012133772","0","1",NULL
"0363100012133774","9","0","0"
"0363100012133775","1","0","0"
"0363100012133776","1","0","0"
"0363100012133777","1","0","0"
"0363100012133778","1","0","0"
"0363100012133779","1","0","0"
"0363100012133780","1","0","0"
"0363100012133781","4","0","0"
"0363100012133782","58","1","0"
"0363100012133783","3","1","0"
"0363100012133784","1","0","0"
"0363100012133785","1","0","0"
"0363100012133787","8","1","0"
"0363100012133788","1","0","0"
"0363100012133789","3","0","0"
"0363100012133790","1","0","0"
"0363100012133791","4","0","0"
"0363100012133792","4","0","0"
"0363100012133793","4","0","0"
"0363100012133794","0","1","0"
"0363100012133795","0","1","0"
"0363100012133796","1","0","0"
"0363100012133797","3","0","0"
"0363100012133798","1","0","0"
"0363100012133799","1","0","0"
"0363100012133800","0","1",NULL
"0363100012133801","1","0","0"
"0363100012133802","4","0","0"
"0363100012133803","1","0","0"
"0363100012133804","1","0","0"
"0363100012133805","1","0","0"
"0363100012133806","2","0","0"
"0363100012133807","1","0","0"
"0363100012133808","1","0","0"
"0363100012133809","3","0","0"
"0363100012133810","1","1","0"
"0363100012133811","1","0","0"
"0363100012133812","40","20","1"
"0363100012133813","0","1",NULL
"0363100012133814","1","0","0"
"0363100012133815","1","0","0"
"0363100012133816","1","0","0"
"0363100012133817","5","0","0"
"0363100012133818","1","0","0"
"0363100012133819","1","0","0"
"0363100012133820","0","1","0"
"0363100012133821","1","0","0"
"0363100012133822","1","0","0"
"0363100012133823","2","0","0"
"0363100012133824","1","0","0"
"0363100012133825","1","0","0"
"0363100012133826","6","0","0"
"0363100012133827","1","0","0"
"0363100012133828","1","0","0"
"0363100012133829","1","0","0"
"0363100012133830","17","0","0"
"0363100012133831","0","1",NULL
"0363100012133832","4","0","0"
"0363100012133833","3","0","0"
"0363100012133834","1","0","0"
"0363100012133835","0","1","0"
"0363100012133836","1","0","0"
"0363100012133837","2","0","0"
"0363100012133838","1","0","0"
"0363100012133839","9","0","0"
"0363100012133840","5","0","0"
"0363100012133841","8","1","0"
"0363100012133842","1","0","0"
"0363100012133843","0","1",NULL
"0363100012133844","4","0","0"
"0363100012133845","1","0","0"
"0363100012133846","6","0","0"
"0363100012133847","0","1",NULL
"0363100012133850","3","0","0"
"0363100012133851","1","0","0"
"0363100012133852","0","1","0"
"0363100012133854","1","0","0"
