"ligtin_bag_pnd_identificatie","aantal_woonfunctie","aantal_niet_woonfunctie","min_verdiepingtoegang"
"0363100012062086","2","0","0"
"0363100012062087","2","0","0"
"0363100012062088","1","0","0"
"0363100012062089","0","1",NULL
"0363100012062091","3","0","0"
"0363100012062092","3","0","0"
"0363100012062093","1","0","0"
"0363100012062094","1","0","0"
"0363100012062095","1","0","0"
"0363100012062096","0","1",NULL
"0363100012062097","4","0","0"
"0363100012062098","3","0","0"
"0363100012062099","4","0","0"
"0363100012062100","2","0","0"
"0363100012062102","1","0","0"
"0363100012062103","1","0","0"
"0363100012062104","0","1",NULL
"0363100012062105","1","0","0"
"0363100012062106","4","0","0"
"0363100012062107","1","0","0"
"0363100012062108","4","0","0"
"0363100012062109","4","0","0"
"0363100012062110","0","1","0"
"0363100012062111","2","0","0"
"0363100012062112","4","0","0"
"0363100012062113","1","0","0"
"0363100012062114","1","0","0"
"0363100012062115","6","0","0"
"0363100012062116","1","0","0"
"0363100012062117","4","0","0"
"0363100012062118","0","1",NULL
"0363100012062119","1","0","0"
"0363100012062120","15","1","0"
"0363100012062121","1","0","0"
"0363100012062122","9","0","0"
"0363100012062123","4","0","0"
"0363100012062124","1","0","0"
"0363100012062125","1","0","0"
"0363100012062126","3","0","1"
"0363100012062126|0363100012126642","0","1","0"
"0363100012062127","10","0","0"
"0363100012062128","1","0","0"
"0363100012062129","3","0","0"
"0363100012062130","8","1","1"
"0363100012062131","1","0","0"
"0363100012062132","1","0","0"
"0363100012062133","1","0","0"
"0363100012062134","1","0","0"
"0363100012062135","1","0","0"
"0363100012062136","3","0","0"
"0363100012062137","6","0","0"
"0363100012062138","4","0","0"
"0363100012062139","1","0","0"
"0363100012062140","1","0","0"
"0363100012062141","4","0","0"
"0363100012062142","1","0","0"
"0363100012062143","1","0","0"
"0363100012062144","1","0","0"
"0363100012062145","5","0","0"
"0363100012062146","1","0","0"
"0363100012062147","4","0","0"
"0363100012062148","2","0","0"
"0363100012062149","2","0","0"
"0363100012062150","4","1","1"
"0363100012062151","3","0","0"
"0363100012062152","1","0","0"
"0363100012062153","4","0","0"
"0363100012062154","3","1","1"
"0363100012062155","0","1",NULL
"0363100012062156","1","0","0"
"0363100012062157","1","0","0"
"0363100012062158","1","0","0"
"0363100012062159","1","0","0"
"0363100012062160","1","0","0"
"0363100012062161","1","0","0"
"0363100012062162","4","0","0"
"0363100012062163","0","1",NULL
"0363100012062164","0","1","0"
"0363100012062165","1","2","0"
"0363100012062166","8","0","0"
"0363100012062168","0","1",NULL
"0363100012062169","1","0","0"
"0363100012062170","1","0","0"
"0363100012062171","3","0","0"
"0363100012062172","2","0","0"
"0363100012062173","1","0",NULL
"0363100012062174","1","0","0"
"0363100012062175","1","0","0"
"0363100012062176","0","1",NULL
"0363100012062177","4","0","0"
"0363100012062178","1","0","0"
"0363100012062179","1","0","0"
"0363100012062180","1","0","0"
"0363100012062181","3","1","0"
"0363100012062182","1","0","0"
"0363100012062183","0","1",NULL
"0363100012062184","1","0","0"
"0363100012062185","1","0","0"
"0363100012062186","16","0","1"
"0363100012062187","1","0","0"
"0363100012062188","1","0","0"
"0363100012062189","1","0","0"
"0363100012062190","8","0","0"
"0363100012062191","3","1","1"
"0363100012062192","0","1","0"
"0363100012062193","5","0","0"
"0363100012062194","1","0","0"
"0363100012062195","8","2","1"
"0363100012062196","1","0","0"
"0363100012062197","1","0","0"
"0363100012062198","1","0","0"
"0363100012062199","1","0","0"
"0363100012062200","4","0","0"
"0363100012062201","3","0","0"
"0363100012062202","0","1","0"
"0363100012062203","1","0","0"
"0363100012062204","4","0","0"
"0363100012062205","1","0","0"
"0363100012062206","1","0","0"
"0363100012062207","1","0","0"
"0363100012062208","1","0","0"
"0363100012062209","1","0","1"
"0363100012062210","1","0","0"
"0363100012062211","4","0","0"
"0363100012062212","2","0","0"
"0363100012062213","1","0","0"
"0363100012062214","1","1","0"
"0363100012062215","1","0","0"
"0363100012062216","7","0","0"
"0363100012062217","4","0","0"
"0363100012062218","3","1","0"
"0363100012062219","3","0","0"
"0363100012062220","1","0","0"
"0363100012062221","1","0","0"
"0363100012062222","8","4","1"
"0363100012062223","0","1","0"
"0363100012062224","4","0","0"
"0363100012062225","1","0","0"
"0363100012062226","0","1","0"
"0363100012062227","1","0","0"
"0363100012062228","0","1",NULL
"0363100012062229","1","0","0"
"0363100012062230","4","0","0"
"0363100012062231","1","0","0"
"0363100012062232","1","0","0"
"0363100012062233","3","0","0"
"0363100012062234","1","0","0"
"0363100012062235","1","0","0"
"0363100012062236","1","0","0"
"0363100012062237","9","0","0"
"0363100012062238","1","0","0"
"0363100012062239","1","0","0"
"0363100012062240","1","0","0"
"0363100012062241","0","1",NULL
"0363100012062242","3","0","0"
"0363100012062243","1","0","0"
"0363100012062244","1","0","0"
"0363100012062245","1","0","0"
"0363100012062246","1","0","0"
"0363100012062247","1","0","0"
"0363100012062248","8","0","1"
"0363100012062249","1","0","0"
"0363100012062250","5","0","0"
"0363100012062251","1","0",NULL
"0363100012062252","1","0","0"
"0363100012062253","1","0","0"
"0363100012062254","1","0","0"
"0363100012062255","1","0","0"
"0363100012062256","2","0","0"
"0363100012062257","5","0","0"
"0363100012062258","1","0","0"
"0363100012062259","3","1","0"
"0363100012062260","3","1","1"
"0363100012062261","1","0","0"
"0363100012062262","1","0","0"
"0363100012062263","1","0","0"
"0363100012062264","4","0","1"
"0363100012062265","1","0","0"
"0363100012062266","1","0","0"
"0363100012062267","1","0","0"
"0363100012062268","8","0","0"
"0363100012062269","1","0","0"
"0363100012062270","2","0","0"
"0363100012062271","1","0","0"
"0363100012062272","1","0","0"
"0363100012062273","2","0","0"
"0363100012062274","4","0","0"
"0363100012062275","1","0","0"
"0363100012062276","1","0","0"
"0363100012062277","1","0","0"
"0363100012062278","1","0","0"
"0363100012062279","1","0","0"
"0363100012062280","3","0","0"
"0363100012062281","0","1",NULL
"0363100012062282","0","4","0"
"0363100012062283","3","1","1"
"0363100012062284","3","2","1"
"0363100012062285","4","0","0"
"0363100012062286","1","0","0"
"0363100012062287","0","1",NULL
"0363100012062289","1","0","0"
"0363100012062290","2","0","0"
"0363100012062291","4","0","0"
"0363100012062292","1","0","0"
"0363100012062293","1","0","0"
"0363100012062294","8","4","1"
"0363100012062295","1","0","0"
"0363100012062296","1","0","0"
"0363100012062297","105","0","0"
"0363100012062298","4","0","0"
"0363100012062299","1","0","0"
"0363100012062300","0","3","0"
"0363100012062300|0363100012068676|0363100012078470","0","1","0"
"0363100012062301","3","0","0"
"0363100012062302","1","0","0"
"0363100012062303","12","0","0"
"0363100012062304","1","0","0"
"0363100012062305","3","0","0"
"0363100012062306","4","0","0"
"0363100012062307","9","0","0"
"0363100012062308","10","0","0"
"0363100012062309","1","0","0"
"0363100012062310","0","1",NULL
"0363100012062311","1","0","0"
"0363100012062312","1","0","0"
"0363100012062313","1","0","0"
"0363100012062314","1","0","0"
"0363100012062315","5","0","0"
"0363100012062316","4","0","0"
"0363100012062317","1","0","0"
"0363100012062318","16","1","0"
"0363100012062319","4","0","0"
"0363100012062320","1","0","0"
"0363100012062321","4","0","0"
"0363100012062322","0","1",NULL
"0363100012062323","1","0","0"
"0363100012062324","3","0","0"
"0363100012062325","1","0","0"
"0363100012062326","1","0","0"
"0363100012062328","2","0","0"
"0363100012062329","1","0","0"
"0363100012062330","1","0","0"
"0363100012062331","7","0","0"
"0363100012062332","0","3","2"
"0363100012062333","1","0","0"
"0363100012062334|0363100012108602","1","0","0"
"0363100012062335","0","2","0"
"0363100012062336","1","0","0"
"0363100012062337","1","0","0"
"0363100012062338","1","0","0"
"0363100012062339","1","0","0"
"0363100012062340","0","1",NULL
"0363100012062341","1","0","0"
"0363100012062342","0","1","0"
"0363100012062343","2","0","0"
"0363100012062344","1","0","0"
"0363100012062345","0","1","0"
"0363100012062346","1","0","0"
"0363100012062347","1","0","0"
"0363100012062348","1","1","1"
"0363100012062349","2","0","0"
"0363100012062350","4","0","0"
"0363100012062351","0","1",NULL
"0363100012062352","1","0","0"
"0363100012062353","0","1",NULL
"0363100012062354","3","0","0"
"0363100012062355","13","2","1"
"0363100012062355|0363100012070437|0363100012070963|0363100012082136|0363100012085888|0363100012089629|0363100012090733|0363100012113492|0363100012118616|0363100012119468|0363100012128478|0363100012128497|0363100012129042|0363100012145588","0","1","0"
"0363100012062356","1","0","0"
"0363100012062357","3","1","1"
"0363100012062358","1","0","0"
"0363100012062359","1","0","0"
"0363100012062360","2","0","0"
"0363100012062361","3","0","0"
"0363100012062362","2","0","0"
"0363100012062363","1","0","0"
"0363100012062364","1","0",NULL
"0363100012062365","5","0","0"
"0363100012062366","1","0","0"
"0363100012062367","1","0","0"
"0363100012062368","0","6","0"
"0363100012062369","11","0","0"
"0363100012062371","24","14","1"
"0363100012062372","1","0","0"
"0363100012062373","9","0","0"
"0363100012062374","110","5","0"
"0363100012062375","1","0","0"
"0363100012062376","1","0","0"
"0363100012062377","1","0","0"
"0363100012062378","1","0","0"
"0363100012062379","4","0","0"
"0363100012062380","1","0","0"
"0363100012062381","1","0","0"
"0363100012062382","10","0","0"
"0363100012062383","1","0","0"
"0363100012062384","0","1",NULL
"0363100012062385","3","0","1"
"0363100012062386","2","0","0"
"0363100012062387","0","1",NULL
"0363100012062388","5","0","0"
"0363100012062389","0","1",NULL
"0363100012062390","1","0","0"
"0363100012062391","1","0","0"
"0363100012062392","4","0","0"
"0363100012062393","1","0","0"
"0363100012062394","0","1","0"
"0363100012062395","3","0","0"
"0363100012062396","1","0","0"
"0363100012062397","1","0","0"
"0363100012062398","1","0","0"
"0363100012062399","1","0","0"
"0363100012062400","1","0","0"
"0363100012062401","1","0","0"
"0363100012062402","4","0","0"
"0363100012062403","1","0","0"
"0363100012062404","38","0","0"
"0363100012062405","1","0","0"
"0363100012062406","1","0","0"
"0363100012062407","1","0","0"
"0363100012062408","1","0","0"
"0363100012062409","2","2","0"
"0363100012062410","4","0","0"
"0363100012062411","4","0","0"
"0363100012062412","3","0","0"
"0363100012062413","1","0","0"
"0363100012062414","1","0","0"
"0363100012062415","2","0","0"
"0363100012062416","0","1",NULL
"0363100012062417","0","1",NULL
"0363100012062418","8","0","0"
"0363100012062419","1","0","0"
"0363100012062420","0","4","0"
"0363100012062421","1","0","0"
"0363100012062422","3","0","0"
"0363100012062423","0","1",NULL
"0363100012062424","0","1",NULL
"0363100012062425","3","0","0"
"0363100012062426","1","0","0"
"0363100012062427","0","1",NULL
"0363100012062428","17","0","0"
"0363100012062429","8","0","0"
"0363100012062430","1","0","0"
"0363100012062431","4","0","0"
"0363100012062432","4","0","0"
"0363100012062433","11","0","0"
"0363100012062434","1","0","0"
"0363100012062435","3","1","1"
"0363100012062436","0","6","0"
"0363100012062437","1","0","0"
"0363100012062438","19","0","0"
"0363100012062439","4","0","0"
"0363100012062440","4","0","0"
"0363100012062441","1","0","0"
"0363100012062442","1","0","0"
"0363100012062443","1","0","0"
"0363100012062444","9","3","0"
"0363100012062445","4","0","0"
"0363100012062446","1","0","0"
"0363100012062447","1","0","0"
"0363100012062448","9","0","0"
"0363100012062449","7","1","0"
"0363100012062450","2","0","1"
"0363100012062451","4","0","0"
"0363100012062452","3","0","0"
"0363100012062453","1","0","0"
"0363100012062454","1","0","0"
"0363100012062455","1","0","0"
"0363100012062456","8","2","0"
"0363100012062457","0","1",NULL
"0363100012062458","1","0","0"
"0363100012062459","1","0","0"
"0363100012062460","0","1",NULL
"0363100012062461","4","0","0"
"0363100012062462","1","0","0"
"0363100012062463","1","0","0"
"0363100012062464","0","1","0"
"0363100012062465","10","0","0"
"0363100012062466","4","0","0"
"0363100012062467","1","0","0"
"0363100012062468","1","0","0"
"0363100012062469","3","0","0"
"0363100012062470","1","0","0"
"0363100012062471","1","0","0"
"0363100012062472","0","1",NULL
"0363100012062473","1","0","0"
"0363100012062474","1","0","0"
"0363100012062475","4","0","0"
"0363100012062476","1","0","0"
"0363100012062477","0","2","0"
"0363100012062478","71","5","0"
"0363100012062479","4","0","0"
"0363100012062480","6","0","0"
"0363100012062481","1","0","0"
"0363100012062482","2","0","0"
"0363100012062483","1","0","0"
"0363100012062484","1","0","0"
"0363100012062485","6","0","0"
"0363100012062486","1","0","0"
"0363100012062487","14","0","0"
"0363100012062488","2","0","0"
"0363100012062489","1","0","0"
"0363100012062490","1","0","0"
"0363100012062491","4","0","0"
"0363100012062492","0","1",NULL
"0363100012062493","1","1","0"
"0363100012062494","0","1",NULL
"0363100012062495","1","0","0"
"0363100012062496","1","0","0"
"0363100012062497","1","0","0"
"0363100012062498","1","0","0"
"0363100012062499","4","0","0"
"0363100012062500","5","0","1"
"0363100012062501","1","0","0"
"0363100012062502","1","0","3"
"0363100012062503","0","1",NULL
"0363100012062504","9","0","0"
"0363100012062505","0","1",NULL
"0363100012062506","1","0","0"
"0363100012062508","1","0","0"
"0363100012062509","1","0","0"
"0363100012062510","1","0","0"
"0363100012062511","5","0","0"
"0363100012062512","1","0","0"
"0363100012062513","1","0","0"
"0363100012062514","0","1","0"
"0363100012062515","1","0","0"
"0363100012062516","1","0","0"
"0363100012062517","0","1","0"
"0363100012062518","1","0","0"
"0363100012062519","1","0","0"
"0363100012062520","1","0","0"
"0363100012062521","8","0","0"
"0363100012062522","1","0","0"
"0363100012062523","1","0","0"
"0363100012062524","1","0","0"
"0363100012062525","4","0","1"
"0363100012062526","1","0","0"
"0363100012062527","4","0","0"
"0363100012062528","4","0","0"
"0363100012062529","2","0","0"
"0363100012062530","0","1","0"
"0363100012062531","1","0","0"
"0363100012062532","1","0","0"
"0363100012062533","1","0","0"
"0363100012062534","3","0","0"
"0363100012062535","1","0","0"
"0363100012062536","1","0","0"
"0363100012062537","1","0","0"
"0363100012062538","3","1","1"
"0363100012062539","2","0","0"
"0363100012062540","1","0","0"
"0363100012062541","0","1",NULL
"0363100012062542","3","0",NULL
"0363100012062543","1","0","0"
"0363100012062544","1","0","0"
"0363100012062545","0","1","0"
"0363100012062547","1","0","0"
"0363100012062548","1","0","1"
"0363100012062549","1","0","0"
"0363100012062550","5","2","0"
"0363100012062551","1","0","0"
"0363100012062552","4","0","0"
"0363100012062553","0","1","0"
"0363100012062554","4","1","0"
"0363100012062555","1","0","0"
"0363100012062556","1","0","0"
"0363100012062557","1","0","0"
"0363100012062558","0","1","0"
"0363100012062559","4","0","0"
"0363100012062560","6","4","1"
"0363100012062561","1","0","0"
"0363100012062562","2","0","0"
"0363100012062563","4","0","0"
"0363100012062564","1","0","0"
"0363100012062565","7","1","0"
"0363100012062566","1","0","0"
"0363100012062567","1","0","0"
"0363100012062568","1","0","0"
"0363100012062569","0","1","0"
"0363100012062570","16","0","0"
"0363100012062571","3","0","1"
"0363100012062571|0363100012091778","0","1","0"
"0363100012062572","1","0","0"
"0363100012062573","5","0","0"
"0363100012062574","0","22","0"
"0363100012062575","0","1",NULL
"0363100012062576","0","1",NULL
"0363100012062577","4","0","0"
"0363100012062578","1","0","0"
"0363100012062579","2","0","0"
"0363100012062580","1","0","0"
"0363100012062581","1","0","0"
"0363100012062582","1","0","0"
"0363100012062583","8","0","0"
"0363100012062584","4","0","0"
"0363100012062585","0","1",NULL
"0363100012062586","1","0","0"
"0363100012062587","1","0","0"
"0363100012062588","1","0","0"
"0363100012062589","7","1","0"
"0363100012062590","10","0","0"
"0363100012062591","2","0","0"
"0363100012062592","7","1","0"
"0363100012062593","1","0","0"
"0363100012062594","2","0","0"
"0363100012062595","1","0","0"
"0363100012062596","1","0","0"
"0363100012062597","1","0","0"
"0363100012062598","10","1","0"
"0363100012062599","20","0","0"
"0363100012062600","3","0","0"
"0363100012062601","1","0","0"
"0363100012062602","1","0","0"
"0363100012062603","1","0","0"
"0363100012062604","1","0","0"
"0363100012062605","1","0","0"
"0363100012062606","1","0","0"
"0363100012062608","2","0","0"
"0363100012062609","3","1","1"
"0363100012062610","2","1","0"
