cluster_id;cluster_subcluster_indicatie;cluster_geometrie;cluster_wgs84_lat;cluster_wgs84_lon;cluster_datum_opvoer_cluster;cluster_datum_wijziging;cluster_datum_ontstaan_cluster;cluster_datum_einde_cluster;cluster_status;cluster_fractie_volume;cluster_fractie_aantal;gbd_buurt_identificatie;gbd_buurt_volgnummer;gbd_buurt_naam;gbd_buurt_code;gbd_buurt_begingeldigheid;gbd_buurt_cbs_code;gbd_wijk_identificatie;gbd_wijk_volgnummer;gbd_wijk_naam;gbd_wijk_code;gbd_wijk_begingeldigheid;gbd_wijk_cbs_code;gbd_stadsdeel_identificatie;gbd_stadsdeel_volgnummer;gbd_stadsdeel_naam;gbd_stadsdeel_code;gbd_stadsdeel_begingeldigheid;gbd_ggwgebied_identificatie;gbd_ggwgebied_volgnummer;gbd_ggwgebied_naam;gbd_ggwgebied_code;gbd_ggwgebied_begingeldigheid;woonplaats_naam;woonplaats_begingeldigheid;bag_openbareruimte_identificatie;bag_openbareruimte_volgnummer;bag_openbareruimte_naam;bag_openbareruimte_type;bag_openbareruimte_begingeldigheid;bag_adres_identificatie_verblijfsobject;bag_adres_identificatie_nummeraanduiding;bag_adres_identificatie_openbare_ruimte;bag_adres_identificatie_woonplaats;bag_adres_volgnummer_verblijfsobject;bag_adres_volgnummer_nummeraanduiding;bag_adres_volgnummer_openbare_ruimte;bag_adres_volgnummer_woonplaats;bag_adres_openbare_ruimte_naam;bag_adres_nummeraanduiding_huisnummer;bag_adres_nummeraanduiding_huisletter;bag_adres_nummeraanduiding_huisnummertoevoeging;bag_adres_nummeraanduiding_postcode;bag_adres_woonplaatsnaam;bag_adres_begingeldigheid
123478.274|491274.770;false;POINT(123478.27355422 491274.770400571);52.40839266;4.92395774;2020-01-28 15:15:20.500395;2018-12-11 00:00:00;2018-12-11;;1;"{""Rest:5 m3"",""Plastic:5 m3"",""Textiel:6 m3""}";{Rest:1,Plastic:1,Textiel:2};3630000000685;1;Banne Noordoost;N70d;2006-06-12;BU03637003;3630012052088;2;Banne Buiksloot;N70;2015-01-01;WK036370;3630000000019;2;Noord;N;2015-01-01;3630950000016;2;Noord-West;DX17;2019-10-03;Amsterdam;2014-01-10;0363300000005506;7;Voordewind;Weg;2014-01-10;0363010000899377;0363200000356861;0363300000005506;3594;10;3;7;3;Voordewind;38;;;1034KV;Amsterdam;2013-02-10
123478.427|483966.342;false;POINT(123478.427148199 483966.342183982);52.34270950;4.92464550;2020-01-28 15:15:20.500395;2016-06-01 00:00:00;2016-06-01;;1;"{""Rest:15 m3""}";{Rest:3};3630000000763;2;De Wetbuurt;M55g;2010-05-01;BU03635506;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000004622;9;Réaumurstraat;Weg;2014-01-10;0363010001040488;0363200000526057;0363300000005145;3594;9;3;8;3;Torricellistraat;21;;1;1097PA;Amsterdam;2013-02-23
123481.807|486056.035;false;POINT(123481.807385476 486056.034593294);52.36149052;4.92449935;2020-01-28 15:15:20.500395;2016-01-04 00:00:00;2016-01-04;;1;"{""Rest:7 m3""}";{Rest:1};3630000000753;2;Dapperbuurt Zuid;M29b;2010-05-01;BU03632901;3630012052069;3;Dapperbuurt;M29;2015-01-01;WK036329;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000004190;8;Linnaeusstraat;Weg;2014-01-10;0363010012108655;0363200012110344;0363300000004190;3594;10;3;8;3;Linnaeusstraat;35;F;10;1093EE;Amsterdam;2017-06-23
123485.301|486257.882;false;POINT(123485.301270062 486257.881769087);52.36330479;4.92453173;2020-01-28 15:15:20.500395;2017-03-01 00:00:00;2017-03-01;;1;"{""Rest:10 m3""}";{Rest:2};3630000000752;2;Dapperbuurt Noord;M29a;2010-05-01;BU03632900;3630012052069;3;Dapperbuurt;M29;2015-01-01;WK036329;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000003124;8;Commelinstraat;Weg;2014-01-10;0363010012082222;0363200012083396;0363300000003124;3594;8;6;8;3;Commelinstraat;16;A;;1093TS;Amsterdam;2015-02-23
123485.932|487668.056;false;POINT(123485.932223565 487668.05567025);52.37597852;4.92440879;2020-01-28 15:15:20.500395;2017-11-08 00:00:00;2017-11-08;;1;"{""Rest:9.38 m3""}";{Rest:2};3630000000581;2;Oostelijke Handelskade;M33a;2010-05-01;BU03633300;3630012052076;2;Oostelijk Havengebied;M33;2010-05-01;WK036333;3630011872039;2;Oost;M;2015-01-01;3630950000013;2;Indische Buurt, Oostelijk Havengebied;DX14;2019-10-03;Amsterdam;2014-01-10;0363300000004363;7;Piet Heinkade;Weg;2014-01-10;0363010001038180;0363200000506126;0363300000004363;3594;5;3;7;3;Piet Heinkade;211;;;1019HC;Amsterdam;2006-09-22
123486.396|489554.757;false;POINT(123486.395945649 489554.757194857);52.39293490;4.92423860;2020-01-28 15:15:20.500395;2020-02-26 09:27:06.4;2007-09-06;2020-02-26;1;;;3630000000652;2;Nieuwendammerdijk West;N64c;2015-01-01;BU03636402;3630012052092;2;Nieuwendammerdijk/Buiksloterdijk;N64;2015-01-01;WK036364;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000004144;7;Leeuwarderweg;Weg;2014-01-10;0363010000720388;0363200000181285;0363300000004144;3594;8;3;7;3;Leeuwarderweg;76;;;1025RX;Amsterdam;2010-09-09
123492.818|485222.696;false;POINT(123492.817590734 485222.696046577);52.35400164;4.92473904;2020-01-28 15:15:20.500395;2017-12-20 00:00:00;2017-12-20;;1;"{""Rest:4.69 m3""}";{Rest:1};3630000000756;2;Transvaalbuurt Oost;M30b;2010-05-01;BU03633001;3630012052074;2;Transvaalbuurt;M30;2010-05-01;WK036330;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000004117;8;Laing's Nekstraat;Weg;2014-01-10;0363010000946375;0363200000440942;0363300000004117;3594;8;3;8;3;Laing's Nekstraat;150;;;1092KZ;Amsterdam;2013-02-23
123618.378|489420.890;false;POINT(123621.734525168 489424.647351004);52.39177332;4.92623896;2020-01-28 15:15:20.500395;2020-03-31 16:11:36.716;2007-09-04;;1;"{""Papier:3 m3""}";{Papier:1};3630000000649;2;Blauwe Zand;N63a;2015-01-01;BU03636300;3630012052011;2;Tuindorp Buiksloot;N63;2015-01-01;WK036363;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000005345;7;Waddenweg;Weg;2014-01-10;0363010000860687;0363200000319013;0363300000005345;3594;10;3;7;3;Waddenweg;32;;;1025PW;Amsterdam;2013-02-10
123492.979|485733.038;false;POINT(123492.978962985 485733.038295477);52.35858828;4.92469361;2020-01-28 15:15:20.500395;2016-02-03 00:00:00;2016-02-03;;1;"{""Rest:5 m3""}";{Rest:1};3630000000750;2;Oosterparkbuurt Zuidoost;M28c;2010-05-01;BU03632802;3630012052070;2;Oosterparkbuurt;M28;2010-05-01;WK036328;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000002611;8;Derde Oosterparkstraat;Weg;2014-01-10;0363010000817694;0363200000437731;0363300000002611;3594;8;3;8;3;Derde Oosterparkstraat;328;;;1092SC;Amsterdam;2017-03-31
123495.399|483816.919;false;POINT(123495.39882433 483816.919309805);52.34136755;4.92490852;2020-01-28 15:15:20.500395;2016-06-01 00:00:00;2016-06-01;;1;"{""Rest:5 m3""}";{Rest:1};3630000000763;2;De Wetbuurt;M55g;2010-05-01;BU03635506;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000005315;7;Von Liebigweg;Weg;2014-01-10;0363010000856467;0363200000314772;0363300000005315;3594;15;3;7;3;Von Liebigweg;2;;;1097RN;Amsterdam;2015-10-12
123495.418|491371.024;false;POINT(123495.418332509 491371.023837483);52.40925870;4.92420065;2020-01-28 15:15:20.500395;2004-12-08 00:00:00;2004-12-08;;1;"{""Rest:5 m3"",""Papier:4 m3""}";{Rest:1,Papier:1};3630000000685;1;Banne Noordoost;N70d;2006-06-12;BU03637003;3630012052088;2;Banne Buiksloot;N70;2015-01-01;WK036370;3630000000019;2;Noord;N;2015-01-01;3630950000016;2;Noord-West;DX17;2019-10-03;Amsterdam;2014-01-10;0363300000005380;7;Oosterlengte;Weg;2014-01-10;0363010000894359;0363200000352003;0363300000005377;3594;6;3;7;3;Grootzeilhof;166;;;1034MC;Amsterdam;2010-09-09
123497.728|489469.809;false;POINT(123497.727756646 489469.808625511);52.39217210;4.92441304;2020-02-26 09:36:36.527971;2020-02-20 00:00:00;2020-02-20;;1;"{""Rest:5 m3"",""Plastic:5 m3""}";{Rest:1,Plastic:1};3630000000645;2;Vogelbuurt Noord;N61c;2015-01-01;BU03636102;3630012052091;1;IJplein/Vogelbuurt;N61;2006-11-20;WK036361;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000004144;7;Leeuwarderweg;Weg;2014-01-10;0363010000720374;0363200000181270;0363300000004144;3594;9;3;7;3;Leeuwarderweg;48;;;1025RW;Amsterdam;2013-02-23
123500.553|484091.292;false;POINT(123500.552990512 484091.292439541);52.34383374;4.92495848;2020-01-28 15:15:20.500395;2016-06-02 00:00:00;2016-06-02;;1;"{""Rest:12 m3""}";{Rest:2};3630000000763;2;De Wetbuurt;M55g;2010-05-01;BU03635506;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000005313;8;Von Guerickestraat;Weg;2014-01-10;0363010000634640;0363200000096992;0363300000002862;3594;9;3;7;3;Fahrenheitstraat;73;A;;1097PN;Amsterdam;2013-02-09
123500.685|484932.944;false;POINT(123500.685190999 484932.944194316);52.35139799;4.92488165;2020-01-28 15:15:20.500395;2012-03-29 00:00:00;2012-03-29;;1;"{""Rest:10 m3""}";{Rest:2};3630000000760;2;Don Bosco;M55d;2010-05-01;BU03635503;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000002493;7;Becquerelstraat;Weg;2014-01-10;0363010000683237;0363200000144977;0363300000003414;3594;6;3;11;3;James Wattstraat;39;;;1097DK;Amsterdam;2010-09-09
123502.217|485214.904;false;POINT(123502.217137219 485214.904240901);52.35393215;4.92487773;2020-01-28 15:15:20.500395;2019-04-01 00:00:00;2019-04-01;;1;"{""Brood:0 m3""}";{Brood:1};3630000000756;2;Transvaalbuurt Oost;M30b;2010-05-01;BU03633001;3630012052074;2;Transvaalbuurt;M30;2010-05-01;WK036330;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000005148;8;Transvaalkade;Weg;2014-01-10;0363010000946947;0363200000288501;0363300000005148;3594;6;3;8;3;Transvaalkade;37;A;;1092JM;Amsterdam;2010-09-09
123504.567|483923.579;false;POINT(123504.567326594 483923.578624104);52.34232667;4.92503308;2020-01-28 15:15:20.500395;2016-06-01 00:00:00;2016-06-01;;1;"{""Rest:10 m3""}";{Rest:2};3630000000763;2;De Wetbuurt;M55g;2010-05-01;BU03635506;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000003091;8;Celsiusstraat;Weg;2014-01-10;0363010000829996;0363200000288272;0363300000005145;3594;10;3;8;3;Torricellistraat;33;;1;1097PA;Amsterdam;2017-03-31
123507.766|488088.377;false;POINT(123507.766449668 488088.377415678);52.37975734;4.92469004;2020-01-28 15:15:20.500395;2016-11-10 00:00:00;2016-11-10;;1;"{""Rest:5 m3""}";{Rest:1};3630000000583;2;Java-eiland;M33c;2010-05-01;BU03633302;3630012052076;2;Oostelijk Havengebied;M33;2010-05-01;WK036333;3630011872039;2;Oost;M;2015-01-01;3630950000013;2;Indische Buurt, Oostelijk Havengebied;DX14;2019-10-03;Amsterdam;2014-01-10;0363300000005061;7;Sumatrakade;Weg;2014-01-10;0363010000957550;0363200000459757;0363300000005061;3594;12;3;7;3;Sumatrakade;1345;;;1019RN;Amsterdam;2017-03-31
123508.291|489401.735;false;POINT(123508.29088789 489401.734761878);52.39156090;4.92457460;2020-01-28 15:15:20.500395;2020-02-26 09:27:06.4;2006-09-07;2020-02-26;1;;;3630000000652;2;Nieuwendammerdijk West;N64c;2015-01-01;BU03636402;3630012052092;2;Nieuwendammerdijk/Buiksloterdijk;N64;2015-01-01;WK036364;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000004144;7;Leeuwarderweg;Weg;2014-01-10;0363010000720362;0363200000181259;0363300000004144;3594;13;3;7;3;Leeuwarderweg;26;;;1025RW;Amsterdam;2018-02-20
123509.449|489387.799;false;POINT(123509.448743566 489387.798759389);52.39143572;4.92459292;2020-04-01 16:21:05.171928;2018-12-20 00:00:00;2018-12-20;;1;"{""Rest:6 m3""}";{Rest:2};3630000000645;2;Vogelbuurt Noord;N61c;2015-01-01;BU03636102;3630012052091;1;IJplein/Vogelbuurt;N61;2006-11-20;WK036361;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000004144;7;Leeuwarderweg;Weg;2014-01-10;0363010000720359;0363200000181256;0363300000004144;3594;14;3;7;3;Leeuwarderweg;20;;;1025RW;Amsterdam;2019-07-15
123510.222|485478.162;false;POINT(123510.221517081 485478.161950571);52.35629860;4.92497058;2020-01-28 15:15:20.500395;2016-08-25 00:00:00;2016-08-25;;1;"{""Rest:7 m3"",""Papier:4.69 m3""}";{Rest:1,Papier:1};3630000000756;2;Transvaalbuurt Oost;M30b;2010-05-01;BU03633001;3630012052074;2;Transvaalbuurt;M30;2010-05-01;WK036330;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000004649;8;Retiefstraat;Weg;2014-01-10;0363010000791577;0363200000250815;0363300000004649;3594;10;3;8;3;Retiefstraat;15;;1;1092VV;Amsterdam;2017-03-31
123510.373|489069.556;false;POINT(123510.372913366 489069.556129485);52.38857564;4.92463634;2020-01-28 15:15:20.500395;2006-05-24 00:00:00;2006-05-24;;1;"{""Rest:5 m3""}";{Rest:1};3630000000645;2;Vogelbuurt Noord;N61c;2015-01-01;BU03636102;3630012052091;1;IJplein/Vogelbuurt;N61;2006-11-20;WK036361;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000004297;7;Meeuwenlaan;Weg;2014-01-10;0363010000741012;0363200000201616;0363300000004297;3594;9;3;7;3;Meeuwenlaan;277;;1;1022AH;Amsterdam;2013-02-24
123511.418|484508.360;false;POINT(123511.418227257 484508.359587442);52.34758270;4.92507890;2020-01-28 15:15:20.500395;2012-03-29 00:00:00;2012-03-29;;1;"{""Rest:5 m3""}";{Rest:1};3630000000759;3;Julianapark;M55c;2015-01-01;BU03635502;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000001791;7;Schagerlaan;Weg;2014-01-10;0363010000899020;0363200000408648;0363300000001791;3594;8;3;7;3;Schagerlaan;85;;;1097HP;Amsterdam;2013-02-23
123514.145|489674.721;false;POINT(123513.432333797 489675.752217487);52.39402387;4.92462443;2020-01-28 15:15:20.500395;2020-05-04 16:11:44.562;2007-09-03;;1;"{""Rest:7 m3"",""Glas:5 m3"",""Papier:5 m3"",""Plastic:5 m3""}";{Rest:1,Glas:1,Papier:1,Plastic:1};3630000000649;2;Blauwe Zand;N63a;2015-01-01;BU03636300;3630012052011;2;Tuindorp Buiksloot;N63;2015-01-01;WK036363;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000941149;0363200000430099;0363300000005096;3594;8;3;7;3;Texelweg;101;;;1025XW;Amsterdam;2013-02-23
123516.984|486889.186;false;POINT(123516.984497228 486889.186445775);52.36898035;4.92493775;2020-02-07 17:20:21.49006;2020-01-27 00:00:00;2020-01-27;;1;"{""Rest:5 m3"",""Glas:10 m3""}";{Rest:1,Glas:2};3630000000522;2;Oostenburg;A09d;2015-01-01;BU03630903;3630012052030;2;Oostelijke Eilanden/Kadijken;A09;2015-01-01;WK036309;3630000000018;3;Centrum;A;2015-01-01;3630950000001;2;Centrum-Oost;DX02;2019-10-03;Amsterdam;2014-01-10;0363300000001667;7;Oostenburgerpark;Weg;2014-01-10;0363010000932845;0363200000405846;0363300000001667;3594;11;3;7;3;Oostenburgerpark;48;;;1018HT;Amsterdam;2019-10-18
123518.594|487976.108;false;POINT(123518.594257977 487976.10837948);52.37874896;4.92485957;2020-01-28 15:15:20.500395;2016-11-10 00:00:00;2016-11-10;;1;"{""Rest:5 m3""}";{Rest:1};3630000000583;2;Java-eiland;M33c;2010-05-01;BU03633302;3630012052076;2;Oostelijk Havengebied;M33;2010-05-01;WK036333;3630011872039;2;Oost;M;2015-01-01;3630950000013;2;Indische Buurt, Oostelijk Havengebied;DX14;2019-10-03;Amsterdam;2014-01-10;0363300000003466;7;Javakade;Weg;2014-01-10;0363010000979535;0363200000465207;0363300000003466;3594;5;3;7;3;Javakade;626;;;1019SG;Amsterdam;2010-09-09
123525.006|489731.594;false;POINT(123525.005724096 489731.59436238);52.39452641;4.92478922;2020-03-30 16:21:10.921374;2020-01-03 00:00:00;2020-01-03;;1;"{""Rest:3 m3""}";{Rest:1};3630000000649;2;Blauwe Zand;N63a;2015-01-01;BU03636300;3630012052011;2;Tuindorp Buiksloot;N63;2015-01-01;WK036363;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000005096;7;Texelweg;Weg;2014-01-10;0363010000826007;0363200000284238;0363300000005096;3594;5;3;7;3;Texelweg;78;;;1025RV;Amsterdam;2010-09-09
123526.357|489156.517;false;POINT(123526.357342103 489156.517049644);52.38935810;4.92486298;2020-01-28 15:15:20.500395;2006-05-24 00:00:00;2006-05-24;;1;"{""Rest:5 m3""}";{Rest:1};3630000000645;2;Vogelbuurt Noord;N61c;2015-01-01;BU03636102;3630012052091;1;IJplein/Vogelbuurt;N61;2006-11-20;WK036361;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;0363300000004297;7;Meeuwenlaan;Weg;2014-01-10;0363010000778662;0363200000238570;0363300000004553;3594;6;3;8;3;Pluvierstraat;10;;;1022AR;Amsterdam;2010-09-09
123527.030|484828.701;false;POINT(123527.030085885 484828.700682441);52.35046262;4.92527805;2020-01-28 15:15:20.500395;2012-03-29 00:00:00;2012-03-29;;1;"{""Rest:10 m3""}";{Rest:2};3630000000760;2;Don Bosco;M55d;2010-05-01;BU03635503;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000003949;7;Kamerlingh Onneslaan;Weg;2014-01-10;0363010000696918;0363200000158623;0363300000003949;3594;6;3;7;3;Kamerlingh Onneslaan;42;;;1097DH;Amsterdam;2010-09-09
123527.221|484192.374;false;POINT(123527.220797036 484192.374202214);52.34474373;4.92534036;2020-01-28 15:15:20.500395;2016-06-01 00:00:00;2016-06-01;;1;"{""Rest:5 m3"",""Glas:5 m3"",""Papier:5 m3"",""Plastic:5 m3""}";{Rest:1,Glas:1,Papier:1,Plastic:1};3630000000763;2;De Wetbuurt;M55g;2010-05-01;BU03635506;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000002861;7;Fahrenheitsingel;Weg;2014-01-10;0363010000634524;0363200000096872;0363300000002861;3594;12;3;7;3;Fahrenheitsingel;93;;;1097NX;Amsterdam;2017-03-31
123529.305|488974.176;false;POINT(123529.304851218 488974.176011574);52.38771951;4.92492337;2020-01-28 15:15:20.500395;2007-03-14 00:00:00;2007-03-14;;1;"{""Rest:5 m3"",""Plastic:4 m3""}";{Rest:1,Plastic:1};3630000000645;2;Vogelbuurt Noord;N61c;2015-01-01;BU03636102;3630012052091;1;IJplein/Vogelbuurt;N61;2006-11-20;WK036361;3630000000019;2;Noord;N;2015-01-01;3630950000017;2;Oud-Noord;DX18;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000855889;0363200000314200;0363300000005306;3594;9;3;8;3;Vogelkade;1;;;1022XA;Amsterdam;2013-02-10
123531.170|484352.627;false;POINT(123531.17006945 484352.62732432);52.34618421;4.92538333;2020-01-28 15:15:20.500395;2012-03-29 00:00:00;2012-03-29;;1;"{""Glas:4 m3"",""Papier:5 m3"",""Plastic:4 m3""}";{Glas:1,Papier:1,Plastic:1};3630000000759;3;Julianapark;M55c;2015-01-01;BU03635502;3630012052073;3;Frankendael;M55;2015-01-01;WK036355;3630011872039;2;Oost;M;2015-01-01;3630950000014;2;Watergraafsmeer;DX15;2019-10-03;Amsterdam;2014-01-10;0363300000001791;7;Schagerlaan;Weg;2014-01-10;0363010012077245;0363200012077667;0363300000001791;3594;10;3;7;3;Schagerlaan;72;;;;Amsterdam;2019-01-18
123531.208|485944.370;false;POINT(123531.207785842 485944.369748166);52.36048978;4.92523501;2020-01-28 15:15:20.500395;2015-09-01 00:00:00;2015-09-01;;1;"{""Rest:7 m3"",""Glas:4 m3"",""Papier:5 m3""}";{Rest:1,Glas:1,Papier:1};3630000000753;2;Dapperbuurt Zuid;M29b;2010-05-01;BU03632901;3630012052069;3;Dapperbuurt;M29;2015-01-01;WK036329;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000004642;8;Reinwardtstraat;Weg;2014-01-10;0363010000726390;0363200000187136;0363300000004190;3594;13;3;8;3;Linnaeusstraat;63;;1;1093EJ;Amsterdam;2017-03-31
123533.715|491705.474;false;POINT(123533.814473982 491705.267897513);52.41226484;4.92473357;2020-01-28 15:15:20.500395;2020-02-07 17:11:27.227;2019-07-29;;1;"{""Rest:10 m3"",""Glas:5 m3"",""Plastic:5 m3""}";{Rest:2,Glas:1,Plastic:1};3630000000685;1;Banne Noordoost;N70d;2006-06-12;BU03637003;3630012052088;2;Banne Buiksloot;N70;2015-01-01;WK036370;3630000000019;2;Noord;N;2015-01-01;3630950000016;2;Noord-West;DX17;2019-10-03;Amsterdam;2014-01-10;0363300000005367;7;Noorderbreedte;Weg;2014-01-10;0363010000893629;0363200000351273;0363300000005370;3594;9;3;7;3;Stenghof;2;;;1034NM;Amsterdam;2013-02-10
123534.164|487655.662;false;POINT(123534.164320222 487655.662409552);52.37586990;4.92511824;2020-01-28 15:15:20.500395;2017-11-06 00:00:00;2017-11-06;;1;"{""Glas:4.69 m3"",""Papier:4.69 m3""}";{Glas:1,Papier:1};3630000000581;2;Oostelijke Handelskade;M33a;2010-05-01;BU03633300;3630012052076;2;Oostelijk Havengebied;M33;2010-05-01;WK036333;3630011872039;2;Oost;M;2015-01-01;3630950000013;2;Indische Buurt, Oostelijk Havengebied;DX14;2019-10-03;Amsterdam;2014-01-10;0363300000004363;7;Piet Heinkade;Weg;2014-01-10;0363010001028012;0363200000502815;0363300000000872;3594;6;3;7;3;Withoedenveem;16;;;1019HE;Amsterdam;2010-09-09
123538.354|485331.919;false;POINT(123538.334906617 485332.055860653);52.35498710;4.92539690;2020-01-28 15:15:20.500395;2020-03-18 17:11:39.55;2017-12-18;;1;"{""Rest:4.69 m3""}";{Rest:1};3630000000756;2;Transvaalbuurt Oost;M30b;2010-05-01;BU03633001;3630012052074;2;Transvaalbuurt;M30;2010-05-01;WK036330;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000004788;8;Paardekraalstraat;Weg;2014-01-10;0363010000830571;0363200000288907;0363300000005150;3594;9;3;8;3;Transvaalstraat;48;;1;1092HM;Amsterdam;2013-02-10
123619.514|486433.118;false;POINT(123619.514266354 486433.117834479);52.36488738;4.92648572;2020-01-28 15:15:20.500395;2020-05-08 16:11:36.489;2016-10-03;2020-05-08;1;;;3630000000752;2;Dapperbuurt Noord;M29a;2010-05-01;BU03632900;3630012052069;3;Dapperbuurt;M29;2015-01-01;WK036329;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000004385;8;Pieter Vlamingstraat;Weg;2014-01-10;0363010000941334;0363200000431121;0363300000003197;3594;6;3;8;3;Dapperstraat;141;;;1093BS;Amsterdam;2010-09-09
123538.570|485752.437;false;POINT(123538.569985365 485752.437138269);52.35876523;4.92536103;2020-01-28 15:15:20.500395;2016-02-03 00:00:00;2016-02-03;;1;"{""Rest:5 m3"",""Glas:5 m3"",""Papier:5 m3""}";{Rest:1,Glas:1,Papier:1};3630000000750;2;Oosterparkbuurt Zuidoost;M28c;2010-05-01;BU03632802;3630012052070;2;Oosterparkbuurt;M28;2010-05-01;WK036328;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000002611;8;Derde Oosterparkstraat;Weg;2014-01-10;0363010000948739;0363200000446855;0363300000002611;3594;5;3;8;3;Derde Oosterparkstraat;360;;;1092SE;Amsterdam;2010-09-09
123539.846|485825.665;false;POINT(123539.845506249 485825.664848272);52.35942343;4.92537291;2020-01-28 15:15:20.500395;2016-02-03 00:00:00;2016-02-03;;1;"{""Rest:12 m3""}";{Rest:2};3630000000750;2;Oosterparkbuurt Zuidoost;M28c;2010-05-01;BU03632802;3630012052070;2;Oosterparkbuurt;M28;2010-05-01;WK036328;3630011872039;2;Oost;M;2015-01-01;3630950000012;2;Oud-Oost;DX13;2019-10-03;Amsterdam;2014-01-10;0363300000002592;8;Tweede Oosterparkstraat;Weg;2014-01-10;0363010011909895;0363200011910085;0363300000002592;3594;5;3;8;3;Tweede Oosterparkstraat;273;;;1092BN;Amsterdam;2010-03-15
