WKT,id,id_number,serial_number,active,operational_date,placing_date,owner,waste_type,waste_name,container_type_id,stadsdeel,buurt_code,text
"POINT (4.92872536182404 52.3702517869778)","113711",REA00069,REA00069,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","1",Rest,"3320",A,A09d,"Conradstraat 245, Amsterdam"
"POINT (4.8290355 52.3672945)","110899",PAF32313,HBD2.019.1407,"1",2019/09/19 02:00:00+02,2019/09/19 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F85a,"Pradolaan 73, Amsterdam"
"POINT (4.9543805 52.3952918)","52377",REN101269,BAN000335,"1",2006/07/26 02:00:00+02,2006/07/26 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68c,"Kennemerduinstraat hoek IJdoornlaan, Amsterdam"
"POINT (4.79876361787319 52.3636999223344)","42804",PAF32014,"662969","1",2014/03/09 01:00:00+01,2014/03/09 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"1994",F,F81a,"Sonderbuur 34, Amsterdam"
"POINT (4.9255134165287 52.3622913205938)","7456",REM15754,HBD2.016.1552,"1",2016/07/01 02:00:00+02,2016/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"341",M,M29a,"Eerste Van Swindenstraat 83, Amsterdam"
"POINT (4.92394533008337 52.4083941605954)","105869",PLN00054,HBD2.017.3834,"1",2005/11/04 01:00:00+01,2018/12/11 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N70d,"Voordewind 40, Amsterdam"
"POINT (4.7856966 52.351367)","28128",REF70120,"555744","1",2016/01/11 01:00:00+01,2011/01/11 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2331",F,F84a,"A.J. Koejemansstraat 35, Amsterdam"
"POINT (4.93274245178327 52.3624679573064)","114380",GLM70147,HBD2.019.1049,"1",2019/06/04 02:00:00+02,2019/06/04 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3589",M,M31b,"Eerste Atjehstraat 11, Amsterdam"
"POINT (4.91897463797841 52.3534791017993)","85368",REM16279,HBD2.018.1474,"1",2017/12/18 01:00:00+01,2017/12/18 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M30a,"Krugerstraat 6, Amsterdam"
"POINT (4.95052948591365 52.3661604998815)","82512",REM15582,BAWO02367,"1",2015/07/01 02:00:00+02,2015/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"4319",M,M32c,"Flevoparkweg 70, Amsterdam"
"POINT (4.91886688163504 52.3450988163466)","115224",GLM70115,HBD2.016.2250,"1",2019/04/16 02:00:00+02,2019/04/16 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3323",M,M55c,"Julianaplein 31, Amsterdam"
"POINT (4.92209726711735 52.3527553540066)","117720",PLM80254,HBD2.019.0612,"1",2019/07/09 02:00:00+02,2019/07/09 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","25",Plastic,"3324",M,M30b,"Transvaalkade 79, Amsterdam"
"POINT (4.93543555727229 52.3610365365131)","111827",REM16431,HBD2.019.0815,"1",2019/05/20 02:00:00+02,2019/05/20 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31c,"Insulindeweg 92, Amsterdam"
"POINT (4.85241752117872 52.3555300214236)","121085",PLK,PLK,"2",2020/12/01 01:00:00+01,2020/12/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","25",Plastic,"3324",K,K44a,"Jacob Marisplein 2, Amsterdam"
"POINT (4.92414124307288 52.3530786132424)","18395",REM02,"12345","1",2014/01/13 01:00:00+01,2014/01/13 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"441",M,M55d,"Ringdijk 43, Amsterdam"
"POINT (4.7973309 52.3433186)","28332",PAF83609,"665518","1",2015/01/10 01:00:00+01,2015/06/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"1994",F,F88j,"Vrije Geer 37, Amsterdam"
"POINT (4.8618873 52.3261786)","48054",REK01096,BAZ000617,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90d,"Van der Boechorststraat 80, Amsterdam"
"POINT (4.79612465947867 52.3796923866019)","85316",REF31509,HBD2.017.3385,"1",2018/02/19 01:00:00+01,2018/02/19 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78b,"Marchanthof 35, Amsterdam"
"POINT (4.91527643054724 52.4080350076351)","114929",REN00,Volgt,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3586",N,N70b,"Bezaanjachtplein 173, Amsterdam"
"POINT (4.86167550086975 52.3307752245044)","62289",PL118,BAMA00120,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","25",Plastic,"3641",K,K90i,"Van der Boechorststraat 34, Amsterdam"
"POINT (4.91408047964797 52.3585483723709)","114756",REM16302,HBD2.016.2007,"1",2019/04/18 02:00:00+02,2019/04/18 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3565",M,M28a,"Ruyschstraat 337, Amsterdam"
"POINT (4.91732977330003 52.3542378152684)","85379",REM16251,HBD2.017.3645,"1",2017/12/05 01:00:00+01,2017/12/05 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M30a,"President Brandstraat 33, Amsterdam"
"POINT (4.83916237950325 52.3619244216058)","74395",REF31265,HBD2.017.2325,"1",2017/09/07 02:00:00+02,2017/09/07 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F86b,"Suze Robertsonstraat 115, Amsterdam"
"POINT (4.94659278540439 52.3748896128775)","90703",REM16596,HBD 2 . 016 . 3179,"1",2017/03/03 01:00:00+01,2017/03/03 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33e,"Ertskade 73, Amsterdam"
"POINT (4.8470308 52.3720596)","59881",PLE00040,BAW02523,"1",2016/11/23 01:00:00+01,2016/11/23 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3573",E,E41d,"Jan van Galenstraat 311, Amsterdam"
"POINT (4.989355299615 52.3592409023955)","103256",REM15027,HBD 2 .018 . 1415,"1",2018/05/02 02:00:00+02,2018/05/02 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35e,"Johan van der Keukenstraat 150, Amsterdam"
"POINT (4.80287276208401 52.3734896919699)","108479",PAF32272,HBD2.018.2957,"1",2018/11/23 01:00:00+01,2018/11/23 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F78a,"Jacob Tilstraat 37, Amsterdam"
"POINT (4.91951867938042 52.3723790301026)","112962",PLA00023,PLA00023,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","25",Plastic,"3324",A,A09b,"Kattenburgerkruisstraat 6, Amsterdam"
"POINT (4.8520383 52.3773324)","103996",RE0817,"1","1",2017/12/21 01:00:00+01,2017/12/21 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3579",E,E38c,"Marieken van Nimwegenstraat 5, Amsterdam"
"POINT (4.94099613279104 52.3551579469197)","8956",REM16358,"229908","1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"350",M,M56c,"Galileïplantsoen 109, Amsterdam"
"POINT (4.9561644 52.3931971)","52313",REN101237,BAN000303,"1",2013/08/20 02:00:00+02,2013/08/20 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68c,"IJdoornlaan 261 A3/ Waterlandplein, Amsterdam"
"POINT (4.96424775569267 52.3208032993992)","112509",PAT40046,HBD2.017.3818,"1",2019/03/27 01:00:00+01,2019/03/27 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"3322",T,T94b,"Rosa Luxemburgstraat 17, Amsterdam"
"POINT (4.90495562553406 52.3929481471732)","115273",GLN00,HBD2.0,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","2",Glas,"3323",N,N71g,"Distelweg 85, Amsterdam"
"POINT (4.8735186 52.3848785)","16840",Onbekend,BAW02092,"1",2015/04/20 02:00:00+02,2015/04/20 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"341",E,E14d,"Joan Melchior Kemperstraat 55, Amsterdam"
"POINT (4.7884919 52.3584908)","27924",REF60141,"660133","1",2013/11/23 01:00:00+01,2013/11/23 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2085",F,F83a,"Langswater 785, Amsterdam"
"POINT (4.96814427897334 52.3730299302662)","114604",REM15124,"223766","1",2008/01/01 01:00:00+01,2008/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"441",M,M34f,"Faas Wilkesstraat 177, Amsterdam"
"POINT (4.94452787562523 52.3241346507858)","111985",GLT30159,HBD2.019.1369,"1",2019/06/25 02:00:00+02,2019/06/25 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","2",Glas,"3323",T,T93b,"Charlotte Brontéstraat 24, Amsterdam"
"POINT (4.8467543721199 52.3837553393622)","119020",BRR00008,CON008,"1",2019/04/01 02:00:00+02,2019/04/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","35",Unkown,"4886",E,E37c,"Willem Leevendstraat 7, Amsterdam"
"POINT (4.7841004 52.3460161)","28209",REF31507,BANWS00483,"1",2012/07/01 02:00:00+02,2012/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"244",F,F84c,"Schillingdijk 1, Amsterdam"
"POINT (4.8158747702837 52.355686672658)","54085",PL021,BAN001189,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3641",F,F81e,"Piet Wiedijkstraat 30, Amsterdam"
"POINT (4.8417184 52.3803658)","103496",RE0859,"11","1",2017/12/11 01:00:00+01,2017/12/11 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3579",E,E39d,"Akbarstraat 48, Amsterdam"
"POINT (4.83139201998711 52.3569541962093)","102127",REF31580,HBD2.017.2353,"1",2018/04/05 02:00:00+02,2018/04/05 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F89b,"Christiaan Brüningsstraat 7, Amsterdam"
"POINT (4.8632459 52.3615474)","57873",RE0465,BAW02155,"1",2016/11/15 01:00:00+01,2016/11/15 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21a,"Wilhelminastraat 95, Amsterdam"
"POINT (4.8013284 52.3556389)","69071",REF31077,HBD2.016.0543,"1",2017/04/24 02:00:00+02,2017/04/24 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F81c,"Hoekenes 42, Amsterdam"
"POINT (4.920883923769 52.4141886771071)","105809",PAN00036,HBD2.018.2642,"1",2019/05/03 02:00:00+02,2019/04/30 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3322",N,N70c,"Achtersteven 1, Amsterdam"
"POINT (4.8595536 52.3585831)","78820",PA0121,BAW003204,"1",2016/12/13 01:00:00+01,2016/12/13 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E21b,"Vondelkerkstraat 2, Amsterdam"
"POINT (4.87340211868286 52.3754559002752)","123248",GLE00090,HBD 2.019.2452,"2",2019/12/13 01:00:00+01,2019/12/05 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","2",Glas,"3323",E,E16b,"Frederik Hendrikstraat 79, Amsterdam"
"POINT (4.8609823 52.3641999)","74039",REE00198,BAW02876,"1",2017/06/01 02:00:00+02,2017/06/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E19c,"Lootsstraat 1, Amsterdam"
"POINT (4.93650408228859 52.3656228517707)","113901",REM16613,HBD2.019.0907,"1",2019/08/26 02:00:00+02,2019/08/26 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31a,"Lombokstraat 38, Amsterdam"
"POINT (4.92426015436649 52.3692515870286)","113671",REA00061,REA00061,"2",2020/03/31 02:00:00+02,2020/03/31 02:00:00+02,"{""id"": 112, ""name"": ""A Centrum""}","1",Rest,"3320",A,A09d,"Compagniestraat 72, Amsterdam"
"POINT (4.80449248105288 52.378214912356)","117958",REF35043,HBD2.019.0276,"1",2019/08/02 02:00:00+02,2019/08/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78c,"Dirk Sonoystraat 155, Amsterdam"
"POINT (4.78935342282057 52.3630128251188)","121010",REF1,HBD2.02,"2",,2020/07/31 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3579",F,F82a,"Saaftingestraat 2, Amsterdam"
"POINT (4.9017566 52.3463754)","47582",PAK02231,BAZ000381,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3301",K,K52d,"Churchill-laan 17, Amsterdam"
"POINT (4.9523826368054 52.3968306280482)","73566",BPAN00015,BAN001331,"1",2017/08/03 02:00:00+02,2016/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"470",N,N68c,"IJdoornlaan 407-519, 1024 Amsterdam, Nederland"
"POINT (4.92986960335884 52.3778834170243)","82572",REM16560,HBD2.016.1710,"1",2016/11/10 01:00:00+01,2016/11/10 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"4319",M,M33c,"Javakade 162, Amsterdam"
"POINT (4.88045498728752 52.3323405403577)","46910",GLK01954,BAZ000045,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3288",K,K91b,"Bulgerstein 109, Amsterdam"
"POINT (4.96961619703598 52.3250177730727)","76877",RET20281,BAZO00210,"1",2014/01/01 01:00:00+01,2014/01/01 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T94a,"Geldershoofd 144, Amsterdam"
"POINT (4.8008718341589 52.3825385188065)","69209",REF31087,HBD.2.017.0176,"1",2017/04/19 02:00:00+02,2017/04/19 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78d,"Pieter Postsingel 1, Amsterdam"
"POINT (4.94200411951169 52.3603840007646)","113622",PAM60119,HBD2.019.1112,"1",2019/09/12 02:00:00+02,2019/09/12 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3322",M,M32b,"Sumatraplantsoen 18, Amsterdam"
"POINT (4.9183555 52.3859707)","53535",PAN1005,BAN000914,"1",2013/11/22 01:00:00+01,2013/11/22 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3319",N,N61b,"Ganzenweg t/o 15, Amsterdam"
"POINT (5.00873930286616 52.3458207480005)","123543",PLM4,HBD2.019.,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","25",Plastic,"3324",M,M51b,"Peter Martensstraat 3, Amsterdam"
"POINT (4.92470372468233 52.3797560362032)","91303",GFM00031,213966.1-01,"1",2018/01/01 01:00:00+01,2018/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","5",GFT,"4371",M,M33c,"Sumatrakade 1347, Amsterdam"
"POINT (4.8728416 52.3348887)","48910",REK00682,BAZ001045,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90a,"De Boelelaan 767, Amsterdam"
"POINT (4.94748903437767 52.3430017905467)","82774",REM15718,HBD2.015.9746,"1",2016/03/08 01:00:00+01,2016/03/08 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M57a,"Middenweg 394, Amsterdam"
"POINT (4.95728541164226 52.3063411975794)","76963",RET20137,HBD2.015.1514,"1",2016/04/15 02:00:00+02,2016/04/15 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T93h,"Hakfort 23, Amsterdam"
"POINT (4.8599348 52.3629834)","74057",RE0654,BAW02885,"1",2017/06/01 02:00:00+02,2017/06/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E19c,"Jacob van Lennepstraat 358, Amsterdam"
"POINT (4.8270116 52.3525919)","105327",GLF33095,HBD2.017.3465,"1",2018/07/05 02:00:00+02,2018/07/05 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","2",Glas,"3630",F,F89a,"Louis Bouwmeesterstraat 130, Amsterdam"
"POINT (4.92422796785832 52.3620218794466)","10534",REM15755,HBD2.016.1548,"1",2016/07/01 02:00:00+02,2016/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"332",M,M29a,"Linnaeusstraat 35, Amsterdam"
"POINT (4.82062160968781 52.3839309222034)","74529",REF31283,HBD2.017.2382,"1",2017/09/12 02:00:00+02,2017/09/12 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F76a,"Lou Jansenplein 2, Amsterdam"
"POINT (4.7990316 52.377193)","109670",REF31897,HBD2.018.3754,"1",2018/12/04 01:00:00+01,2018/12/04 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78c,"Goeman Borgesiusstraat 64, Amsterdam"
"POINT (4.8690101 52.3684601)","111583",PAE00078,"1","1",2019/05/21 02:00:00+02,2019/03/08 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E18a,"Kwakersstraat 6, Amsterdam"
"POINT (4.95826777069397 52.3094681732624)","77580",PL T 50152,HBD2.17.0315,"1",2017/04/03 02:00:00+02,2017/04/03 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","25",Plastic,"3324",T,T93g,"Hogevecht 1, Amsterdam"
"POINT (4.87366497516632 52.3677911643562)","109545",REE0777,"111","1",2017/11/19 01:00:00+01,2017/11/19 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3141",E,E17a,"Da Costakade 365, Amsterdam"
"POINT (4.8018889 52.3647131)","66314",REF31189,"663355","1",2014/06/15 02:00:00+02,2014/06/15 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"628",F,F81a,"Boutenburg 4, Amsterdam"
"POINT (4.9374026 52.4020936609236)","52067",REN101116,BAN000180,"1",2007/01/03 01:00:00+01,2007/01/03 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N69l,Cleyndertweg hoek Bakkerswaal H.
"POINT (4.9843164 52.3173268)","77634",PAT40119,HBD2.017.0273,"1",2017/06/01 02:00:00+02,2017/06/01 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"3322",T,T94f,"Kouwenoord 77, Amsterdam"
"POINT (4.7722893 52.3514449)","28040",REF65476,"557267","1",2016/01/11 01:00:00+01,2016/01/11 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"244",F,F84b,"Le Tourmalet 54, Amsterdam"
"POINT (4.796128 52.3825494)","69076",REF31081,HBD2.017.0161,"1",2017/04/11 02:00:00+02,2017/04/11 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78d,"Adriaan Dorsmanstraat 17, Amsterdam"
"POINT (4.9138912 52.3819443)","53225",GLN1010,BAN000759,"1",2012/02/23 01:00:00+01,2012/02/23 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","2",Glas,"3318",N,N61a,"Gedempte Insteekhaven hk Gieterij, Amsterdam"
"POINT (4.94102561613545 52.3395889782485)","81526",REM15967,"070135","1",2017/11/01 01:00:00+01,2017/11/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3328",M,M57a,"Graanstraat 45, Amsterdam"
"POINT (4.85024607161904 52.3518131903323)","47320",GLB00028,00021GLAS,"1",2019/09/30 02:00:00+02,2019/09/30 02:00:00+02,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"4599",K,K44b,"Haarlemmermeerstraat 168, Amsterdam"
"POINT (4.9186894 52.3994117)","52173",REN101632,BAN000233,"1",2004/12/08 01:00:00+01,2004/12/08 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N60c,"Floraweg  18 / Kalmoestr, Amsterdam"
"POINT (4.9067709445626 52.3492475011937)","49750",REK01022,BAZ001465,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K53b,"Amstelkade 14, Amsterdam"
"POINT (4.8667638 52.3243434)","47998",REK01145,BAZ000589,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90d,"Marquette 38, Amsterdam"
"POINT (4.850071369 52.372573198)","59811",PLE00044,BAW02488,"1",2015/10/30 01:00:00+01,2015/10/30 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3324",E,E41b,Mercatorstraat 81
"POINT (4.86338943243027 52.3315980466547)","48754",REK01486,BAZ000967,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90i,"Oldenaller 22, Amsterdam"
"POINT (4.99851856380019 52.3536730306137)","104618",REM15097,HBD2.018.1479,"1",2018/06/05 02:00:00+02,2018/06/05 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35f,"IJburglaan 1337, Amsterdam"
"POINT (4.85065805918566 52.3516172463454)","58085",REK00419,BAZ001690,"1",2013/12/05 01:00:00+01,2013/12/05 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K44e,"Legmeerstraat 89, Amsterdam"
"POINT (4.8879463 52.3319277)","46896",GLK01961,BAZ000038,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3288",K,K91b,"Weerdestein 1, Amsterdam"
"POINT (4.879635 52.3233956)","47940",REK01164,BAZ000560,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K91c,"Daelenbroek 3, Amsterdam"
"POINT (4.8284771 52.3590954)","64472",REF31113,HBD2.016.2810,"1",2017/02/06 01:00:00+01,2017/02/06 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3579",F,F85c,"Comeniusstraat 455, Amsterdam"
"POINT (4.889678 52.3496445)","47676",PAK02297,BAZ000428,"1",2015/12/31 01:00:00+01,2015/12/31 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3322",K,K25d,"Van Hilligaertstraat 178, Amsterdam"
"POINT (4.8524924 52.3698059)","59361",PAE00204,HBD2.016.0124,"1",2016/02/10 01:00:00+01,2016/02/10 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E42a,"Bartholomeus Diazstraat 41, Amsterdam"
"POINT (4.8889813 52.3450144)","49630",REK01073,BAZ001405,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K52a,"Eendrachtstraat 21, Amsterdam"
"POINT (4.8987566 52.3454078)","49474",REK00585,BAZ001327,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K52c,"Biesboschstraat 22, Amsterdam"
"POINT (4.9034133553505 52.3989836331385)","85177",REN00057,HBD2.017.3546,"1",2018/02/19 01:00:00+01,2018/02/13 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N71c,"Monnikskapstraat 64, Amsterdam"
"POINT (4.93790922453627 52.3626005765361)","114566",REM16500,HBD2.019.0883,"1",2019/06/06 02:00:00+02,2019/06/06 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31b,"Eerste Atjehstraat 142, Amsterdam"
"POINT (4.8728973 52.3441362)","47104",GLK02052,BAZ000142,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3290",K,K59a,"Minervalaan 95, Amsterdam"
"POINT (4.80614975094795 52.3631315733155)","46788","1161",BANWS02671,"1",2016/10/14 02:00:00+02,2016/10/14 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","7",Textiel,"3287",F,F81b,"Meer en Vaart 151, Amsterdam / Osdorper Ban"
"POINT (4.8412941 52.3760006)","106864",RE0238,"3344","1",2017/01/07 01:00:00+01,2017/01/07 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E39c,"Jacob van Arteveldestraat 2, Amsterdam"
"POINT (4.9039128 52.3504774)","50002",REK00008,BAZ001591,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K26a,"Carillonstraat 12, Amsterdam"
"POINT (4.8796088 52.323395)","47942",REK01163,BAZ000561,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K91c,"Daelenbroek 3, Amsterdam"
"POINT (4.8069454 52.3565131)","74887",PAF62580,HBD2.017.1224,"1",2017/10/06 02:00:00+02,2017/10/06 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F81c,"Hoekenespad 18, Amsterdam"
"POINT (4.81182731688023 52.3500300849075)","97829",REF31566,HBD2.017.2339,"1",2018/03/27 02:00:00+02,2018/03/27 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F88f,"Hamontstraat 33, Amsterdam"
"POINT (4.90991368889809 52.406182337319)","107550",PLN00062,HBD2.018.1217,"1",2018/12/14 01:00:00+01,2018/12/11 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N70a,"Loggerhof 59, Amsterdam"
"POINT (4.95438460259266 52.3114146830034)","76975",RET20162,HBD2.015.1501,"1",2016/04/01 02:00:00+02,2016/04/01 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T93g,"Hofgeest 294, Amsterdam"
"POINT (4.84959483146668 52.3505877073034)","58141",REK00426,BAZ001718,"1",2018/03/09 01:00:00+01,2018/03/09 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K44d,"Aalsmeerweg 11, Amsterdam"
