WKT,id,id_number,serial_number,active,operational_date,placing_date,owner,waste_type,waste_name,container_type_id,stadsdeel,buurt_code,text
"POINT (4.81515452276267 52.3808940655052)","46794","1164",BANWS02674,"1",2016/10/14 02:00:00+02,2016/10/14 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","7",Textiel,"3287",F,F77c,Bernard loderstraat  to 131
"POINT (4.83135513961315 52.356955424809)","102126",REF31581,HBD2.017.2352,"1",2018/04/05 02:00:00+02,2018/04/05 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F89b,"Christiaan Brüningsstraat 8, Amsterdam"
"POINT (4.83256347477436 52.3569148810008)","102031",PAF32169,HBD2.018.1076,"1",2018/04/02 02:00:00+02,2018/04/02 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F89b,"Pieter Calandlaan 12, Amsterdam"
"POINT (4.82189364731312 52.3750211559454)","110724",REF31975,HBD2.018.4023,"1",2019/03/08 01:00:00+01,2019/03/08 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77b,"Dom H. van der Laanstraat 11, Amsterdam"
"POINT (4.95762884616852 52.3890053329288)","52207",REN101183,BAN000250,"1",2006/06/29 02:00:00+02,2006/06/29 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68f,"Gooiluststraat t/o nr. 11, Amsterdam"
"POINT (4.94848111643705 52.3411949370641)","82872",REM15729,HBD2.015.2792,"1",2016/07/05 02:00:00+02,2016/07/05 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M57a,"Ploegstraat 157, Amsterdam"
"POINT (4.98939553275022 52.3592679301824)","103258",REM15028,HBD 2 . 018 . 1416,"1",2018/05/02 02:00:00+02,2018/05/02 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35e,"Johan van der Keukenstraat 67, Amsterdam"
"POINT (4.80077996850014 52.3731691462775)","102985",REF31596,HBD2.018.1069,"1",2018/04/19 02:00:00+02,2018/04/19 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78b,"Troelstralaan 213, Amsterdam"
"POINT (4.8690190149955 52.3657085287575)","74131",PL0096,BAW02922,"1",2017/06/01 02:00:00+02,2017/06/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3324",E,E19b,"Borgerstraat 15, Amsterdam"
"POINT (4.8865229 52.3448435)","47068",GLK02070,BAZ000124,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3290",K,K52a,"Haringvlietstraat 67, Amsterdam"
"POINT (4.856118 52.3460979)","50072",ZR12101,BAZ001626,"1",2014/01/01 01:00:00+01,2014/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3314",K,K48d,"Eosstraat 188, Amsterdam"
"POINT (4.7983747 52.3785878)","109653",REF31888,HBD2.018.3748,"1",2018/11/30 01:00:00+01,2018/11/30 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78c,"Strackéstraat 139, Amsterdam"
"POINT (4.8405058 52.3692566)","104334",REF31649,HBD2.018.1361,"1",2018/05/29 02:00:00+02,2018/05/29 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F86a,"Jan Evertsenstraat 267, Amsterdam"
"POINT (4.8762483 52.3244399)","47954",REK00940,BAZ000567,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90c,"Oud-Ehrenstein 2, Amsterdam"
"POINT (4.8904100060463 52.4047695676679)","110645",REN00132,HBD. 1600.1296,"1",2019/03/04 01:00:00+01,2019/03/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3321",N,N71f,"mt. Lincolnweg 19, Amsterdam"
"POINT (4.99689962713546 52.3545316041996)","104514",REM15093,HBD2.018.1414,"1",2018/06/04 02:00:00+02,2018/06/04 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35f,"IJburglaan 1287, Amsterdam"
"POINT (4.83266137540341 52.3727495267529)","107258",PAF32243,HBD2.018.2965,"1",2018/09/24 02:00:00+02,2018/09/24 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F77b,"Burgemeester Cramergracht 36, Amsterdam"
"POINT (4.8684969 52.3683319)","111575",REE00370,"11","1",2019/05/21 02:00:00+02,2019/03/08 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E18a,"Kwakersstraat 20, Amsterdam"
"POINT (4.84948968900426 52.35723636371)","58059",REK00447,BAZ001677,"1",2013/12/05 01:00:00+01,2013/12/05 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K44b,"Andreas Schelfhoutstraat 65, Amsterdam"
"POINT (4.95313174556941 52.3073120980945)","119261",PAT40076,HBD2.019.1992,"1",2019/09/09 02:00:00+02,2019/09/09 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"3322",T,T93f,"Karspeldreef 15, Amsterdam"
"POINT (4.98261692001734 52.3248180492268)","112388",PAT40034,HBD2.018.4244,"1",2019/03/05 01:00:00+01,2019/03/05 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"4649",T,T94j,"Geerdinkhof 175, Amsterdam"
"POINT (4.87317815423012 52.3713334349489)","78504",RE0742,BAW003153,"1",2017/07/03 02:00:00+02,2017/07/03 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E17a,"Da Costastraat 2-H, Amsterdam"
"POINT (4.8521161 52.3596979)","59499",PAE00050,BAW02329,"1",2015/07/08 02:00:00+02,2015/07/08 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E43b,"Curaçaostraat 23, Amsterdam"
"POINT (4.86336529254913 52.3458335603373)","90904",PAK02278,stadon,"1",2018/03/09 01:00:00+01,2018/03/09 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3322",K,K48f,"Stadionweg 179, Amsterdam"
"POINT (4.9117314 52.3464738)","47524",PAK02211,BAZ000352,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3299",K,K54a,"Amsteldijk 142, Amsterdam"
"POINT (4.8398772 52.3639616)","68141",REF31142,HBD2.017.0144,"1",2017/03/27 02:00:00+02,2017/03/27 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F86b,"Postjesweg 177, Amsterdam"
"POINT (4.84969139099121 52.3819094262095)","90263","10002178",BAAMS00101,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","7",Textiel,"3287",E,E37c,"Wiltzanghlaan 21, Amsterdam"
"POINT (4.8541248 52.364455)","59645",REE00495,HBD2.016.0186,"1",2016/02/19 01:00:00+01,2016/02/19 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3565",E,E42b,"Hudsonstraat 1, Amsterdam"
"POINT (4.9041182 52.3463913)","47612",PAK02223,BAZ000396,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3301",K,K53a,"Victorieplein 4, Amsterdam"
"POINT (4.87777680158615 52.3519173875452)","58923",REK00103,BAZ002063,"1",2017/01/12 01:00:00+01,2017/01/12 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3320",K,K47f,"Richard Holstraat 12, Amsterdam"
"POINT (4.95800424365825 52.3186920180829)","76861",RET20314,HBD2.015.1595,"1",2016/03/22 01:00:00+01,2016/03/22 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T93d,"Patrice Lumumbastraat 1, Amsterdam"
"POINT (5.01277036964893 52.3485462934157)","123886",GFM0104,"123","2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","5",GFT,"4371",M,M51b,"Peter Martensstraat 112, Amsterdam"
"POINT (4.94097093119535 52.3591820691251)","82118",PAM60388,HBD2.015.2019,"1",2015/05/01 02:00:00+02,2015/05/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3580",M,M32b,"Sumatrastraat 217, Amsterdam"
"POINT (4.930627 52.4024414)","53527",PAN1001,BAN000910,"1",2014/04/04 02:00:00+02,2013/05/24 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3319",N,N74b,"Elzenhagensingel/Termini, Amsterdam"
"POINT (4.871497 52.3348856)","48902",PLK,BAZ001041,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90a,"De Boelelaan 859, Amsterdam"
"POINT (4.8019756 52.3549287)","109848",PLF30224,HBD2.018.0104,"1",2019/02/18 01:00:00+01,2019/02/18 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3324",F,F81d,"Overleg 126, Amsterdam"
"POINT (4.94389420374546 52.3617077341105)","82954",REM15478,HBD2.015.1318,"1",2015/07/01 02:00:00+02,2015/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M32b,"Semarangstraat 7, Amsterdam"
"POINT (4.91572000086308 52.4100424224665)","105856",PLN00043,HBD2.018.1216,"1",2019/02/07 01:00:00+01,2019/02/05 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N70c,"Voorsteven 6, Amsterdam"
"POINT (4.93394994875416 52.3598146381122)","111880",REM16416,HBD2.019.0838,"1",2019/05/14 02:00:00+02,2019/05/14 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31c,"Formosastraat 23, Amsterdam"
"POINT (4.7968642 52.3517435)","29928",GLF62499,"661527","1",2013/11/02 01:00:00+01,2013/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","2",Glas,"1993",F,F82d,"J.S. Ruppertstraat 70, Amsterdam"
"POINT (4.87870216369629 52.3566531882536)","58397",REK00143,BAZ001800,"1",2017/01/12 01:00:00+01,2017/01/12 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3320",K,K47c,"Alexander Boersstraat 2, Amsterdam"
"POINT (4.8622879 52.3784581)","103274",REE00006,"48757","1",2018/03/19 01:00:00+01,2018/03/19 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3579",E,E37d,"Willem de Zwijgerlaan 239, Amsterdam"
"POINT (4.83916573226452 52.3592860169487)","78710",REF31409,HBD2.017.2367,"1",2017/11/24 01:00:00+01,2017/11/24 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F86e,"Johan Jongkindstraat 5, Amsterdam"
"POINT (4.7999736 52.3591227)","27878",PAF58300,"663980","1",2014/11/23 01:00:00+01,2014/11/23 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"2392",F,F81c,"M. Hanenbergstraat 2, Amsterdam"
"POINT (4.9433975 52.391619)","53671",PAN1079,BAN000982,"1",1970/01/01 01:00:00+01,1970/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3319",N,N62b,"Purmerplein 1, Amsterdam"
"POINT (4.8618873 52.3262274)","47364",REK01094,BAZ000272,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90d,"Van der Boechorststraat 80, Amsterdam"
"POINT (4.8749835 52.3782469)","11958",RE1059,BAW00546,"1",2009/09/01 02:00:00+02,2009/09/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E16a,"Frederik Hendrikstraat 4, Amsterdam"
"POINT (4.8613159 52.3605766)","57707",RE0469,BAW02072,"1",2016/11/17 01:00:00+01,2016/11/17 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21a,"Brederodestraat 124, Amsterdam"
"POINT (4.99882556498051 52.3580849030162)","123630",GFM056,"123","2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","5",GFT,"4371",M,M35f,"Bert Haanstrakade 332, Amsterdam"
"POINT (4.84675812727801 52.3527883096532)","58039",REK00466,BAZ001667,"1",2013/12/05 01:00:00+01,2013/12/05 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K44b,"Bennebroekstraat 31, Amsterdam"
"POINT (4.8842953 52.3260707)","48176",REK01185,BAZ000678,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K91c,"Kastelenstraat 47, Amsterdam"
"POINT (4.8201072961092 52.3771972908722)","104624",REF31656,HBD2.018.1357,"1",2018/06/05 02:00:00+02,2018/06/05 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77a,"Slotermeerlaan 60, Amsterdam"
"POINT (4.8804221 52.3306498)","47440",PAK02170,BAZ000310,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3298",K,K91b,"Geervliet 165, Amsterdam"
"POINT (4.99642090871248 52.3593635510835)","85614",REM15166,HBD2.017.1928,"1",2017/09/08 02:00:00+02,2017/09/08 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35e,"Bert Haanstrakade 216, Amsterdam"
"POINT (4.99201672151003 52.2907172243876)","15624",GLT30049,HBD2.01,"1",2016/04/04 02:00:00+02,2016/04/04 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","2",Glas,"3323",T,T97d,"Wethouder Wierdelsstraat 144, Amsterdam"
"POINT (4.8630156 52.3736723)","60199",REE00417,BAW02694,"1",2016/01/14 01:00:00+01,2016/01/14 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3565",E,E40b,"Willem de Zwijgerlaan 113, Amsterdam"
"POINT (4.94361715392302 52.3230260269723)","111714",PLT50004,HBD2.017.4527,"1",2019/06/04 02:00:00+02,2019/06/04 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","25",Plastic,"3324",T,T93a,"Anatole Francesingel 74, Amsterdam"
"POINT (4.91228319701804 52.3377283000796)","103008",REM15015,Bovengrondsebauer,"1",2008/01/01 01:00:00+01,2008/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"441",M,M58j,"Joan Muyskenweg 2, Amsterdam"
"POINT (4.88238723599352 52.3737385047487)","16196",PA0262 of R062,BAC00135,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 112, ""name"": ""A Centrum""}","6",Papier,"357",A,A06g,"Rozengracht 5, Amsterdam"
"POINT (4.8529646 52.3723229)","60185",PLE00045,BAW02687,"1",2015/10/30 01:00:00+01,2015/10/30 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3324",E,E41a,"Vespuccistraat 98, Amsterdam"
"POINT (4.8255991 52.3591335)","63369",REF31026,HBD2.016.2780,"1",2017/01/02 01:00:00+01,2017/01/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3579",F,F85b,"Comeniusstraat 553, Amsterdam"
"POINT (4.8492844 52.3727445)","59703",PAE00080,BAW02431,"1",2015/10/30 01:00:00+01,2015/10/30 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3566",E,E41b,"Jan van Galenstraat 287, Amsterdam"
"POINT (4.857859 52.3599123)","57749",RE0438,BAW02093,"1",2016/11/18 01:00:00+01,2016/11/18 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21a,"J.J. Cremerplein 36, Amsterdam"
"POINT (4.7820659 52.3506231)","28115",REF69651,"660274","1",2013/01/22 01:00:00+01,2013/01/22 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2331",F,F84b,"Ladogameerhof 165, Amsterdam"
"POINT (4.8758563 52.3816534)","10900",unknown,BAW00017,"1",2005/01/01 01:00:00+01,2005/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","2",Glas,"336",E,E14b,"Korte De Wittenstraat 3, Amsterdam"
"POINT (4.9338842346333 52.3637405566868)","114268",PAM60475,HBD2.019.0914,"1",2019/07/10 02:00:00+02,2019/07/10 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3590",M,M31a,"Javastraat 57, Amsterdam"
"POINT (4.90694046020508 52.3877448675766)","81799",REN00051,HBD2.018.2475,"1",2019/02/13 01:00:00+01,2019/02/11 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N60a,"Ranonkelkade 12, Amsterdam"
"POINT (4.8599641 52.3629901)","74059",GL0095,BAW02886,"1",2017/06/01 02:00:00+02,2017/06/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","2",Glas,"3323",E,E19c,"Jacob van Lennepstraat 358, Amsterdam"
"POINT (4.88190163508489 52.3898759372643)","11040",PA1019,BAW00087,"1",2015/02/24 01:00:00+01,2015/02/24 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"339",E,E13b,"Noordkaapstraat 4, Amsterdam, Nederland"
"POINT (4.7722729 52.3514293)","28041",REF65477,"557433","1",2016/01/11 01:00:00+01,2016/01/11 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2331",F,F84b,"Le Tourmalet 54, Amsterdam"
"POINT (4.86865970490726 52.3452749767778)","58169",REK01726,BAZ001732,"1",2013/12/05 01:00:00+01,2013/12/05 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K49f,"Watteaustraat 38, Amsterdam"
"POINT (4.8393721 52.3531406)","107717",REF31764,HBD2.018.0653,"1",2018/10/01 02:00:00+02,2018/10/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F87a,"Koningin Wilhelminaplein 42, Amsterdam / Fregelaan"
"POINT (4.89706456661224 52.338361163064)","108155",onbekend1,veluwe1,"1",2018/08/27 02:00:00+02,2018/08/27 02:00:00+02,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"391",K,K52g,"Veluwelaan 21, Amsterdam"
"POINT (4.8124895 52.3559551)","29627",PAF53806,BANWS01901,"1",2011/11/02 01:00:00+01,2011/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"215",F,F81e,"S. F. van Ossstraat 60, Amsterdam"
"POINT (4.8168707 52.3522532)","29654",REF62207,"556025","1",2012/11/02 01:00:00+01,2012/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2331",F,F81e,"Johan Braakensiekhof 6, Amsterdam"
"POINT (4.81243349611759 52.3455812236645)","103915",REF31640,HBD2.018.0617,"1",2018/05/18 02:00:00+02,2018/05/18 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F88g,"Hageland 117, Amsterdam"
"POINT (4.8676999 52.3275317)","48018",REK01152,BAZ000599,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90d,"Radboud 2, Amsterdam"
"POINT (4.8699632 52.3490171)","47172",GLK01829,GLK01829,"1",2019/01/22 01:00:00+01,2019/01/22 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3323",K,K49d,"Raphaëlstraat 20, Amsterdam"
"POINT (4.93796488037333 52.3601571363768)","111877",REM15805,HBD2.018.1717,"1",2019/03/19 01:00:00+01,2019/03/19 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31c,"Obiplein 7, Amsterdam"
"POINT (4.94448121635742 52.3241181889882)","111981",PAT40068,HBD2.019.1265,"1",2019/07/22 02:00:00+02,2019/07/22 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"4649",T,T93b,"Charlotte Brontéstraat 6, Amsterdam"
"POINT (4.93846742435608 52.3502544071827)","9022",REM16386,"22","1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"350",M,M56c,"Van Marumstraat 14, Amsterdam"
"POINT (4.78739239275456 52.3592806932972)","46758","1142",BANWS02656,"1",2016/10/14 02:00:00+02,2016/10/14 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","7",Textiel,"3287",F,F83a,"Langswater 930, Amsterdam"
"POINT (4.81174618005753 52.3756826861084)","109902",REF31917,HBD2.018.4037,"1",2019/01/18 01:00:00+01,2019/01/18 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77f,"John Lockehof 1, Amsterdam"
"POINT (4.8511401 52.38322)","103265",RE0981,"7894","1",2018/03/01 01:00:00+01,2018/03/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3579",E,E37f,"Van Gentstraat 12, Amsterdam"
"POINT (4.8617154 52.3751218)","13658",unknown,BAW01396,"1",2005/01/01 01:00:00+01,2005/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"337",E,E37d,"Jan van Galenstraat 68, Amsterdam"
"POINT (4.97117456047363 52.2996326448151)","108739",GLT30028,HBD2.017.0353,"1",2017/07/06 02:00:00+02,2017/07/06 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","2",Glas,"3323",T,T96c,"Mijndenhof 60, Amsterdam"
"POINT (4.90083038806915 52.4192978465878)","120262",GLN00,HBD2.0,"2",,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","2",Glas,"3323",N,N67a,"Walvisvaart 5, Amsterdam"
"POINT (4.8167151 52.3545162)","29641",REF52459,"556068","1",2012/11/02 01:00:00+01,2012/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"244",F,F81e,"Piet Wiedijkstraat 64, Amsterdam"
"POINT (4.93950672446317 52.3530657800758)","9080",REM16374,"229857","1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"350",M,M56c,"Radioweg 2, Amsterdam"
"POINT (4.9044069 52.3475784)","49846",REK00653,BAZ001513,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K53a,"IJselstraat 2, Amsterdam"
"POINT (4.84752114862204 52.3758138856842)","112082",PLE,"11","2",2020/02/25 01:00:00+01,2020/02/25 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3577",E,E38c,"Erasmusgracht 30, Amsterdam"
"POINT (4.98758465029823 52.3184818859107)","77041",RET20239,HBD2.015.1576,"1",2016/05/24 02:00:00+02,2016/05/24 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T94k,"Koornhorst 52, Amsterdam"
"POINT (4.92031523957166 52.3382015141957)","106407",REM15131,HBD2.018.1577,"1",2018/08/17 02:00:00+02,2018/08/17 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M58g,"Amstelvlietstraat 89, Amsterdam"
"POINT (4.9055305 52.3483992)","49828",REK01036,BAZ001504,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K53b,"Vechtstraat 9, Amsterdam"
"POINT (4.8140372 52.3839689)","67078",REF31093,HBD2.017.0140,"1",2017/04/25 02:00:00+02,2017/04/25 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77c,"Willem Molengraaffstraat 16, Amsterdam"
"POINT (4.8916106 52.4114309)","53481",PAN121,BAN000887,"1",1970/01/01 01:00:00+01,1970/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3319",N,N65b,"Aldebaranplein t/o 17, Amsterdam"
"POINT (4.93823681026697 52.3555535703374)","8870",REM16031,BAO00837,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"350",M,M56b,"Copernicusstraat 59, Amsterdam"
"POINT (4.90710917113574 52.3478849712657)","49824",REK01053,BAZ001502,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K53b,"Meerhuizenplein 10, Amsterdam"
"POINT (4.81908738613129 52.373463491643)","110726",REF31936,HBD2.018.4045,"1",2019/02/27 01:00:00+01,2019/02/27 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77b,"Noordzijde 275, Amsterdam"
"POINT (4.8851862 52.3655255)","17624",GL0656,BAC00206,"1",2013/04/10 02:00:00+02,2013/04/10 02:00:00+02,"{""id"": 112, ""name"": ""A Centrum""}","2",Glas,"356",A,A03g,"Kerkstraat 44, Amsterdam"
"POINT (4.93609571596608 52.3624007493994)","114548",GLM70157,HBD2.019.7.1710,"1",2019/06/14 02:00:00+02,2019/06/14 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3589",M,M31b,"Sumatrastraat 79, Amsterdam"
"POINT (4.8910801 52.3462078)","49592",REK00993,BAZ001386,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K52b,"Scheldestraat 41, Amsterdam"
"POINT (4.91417840123177 52.4094971673224)","114903",REN00,Volgt,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3586",N,N70a,"IJdoornlaan 1759, Amsterdam"
"POINT (4.96405403595418 52.3694889408147)","118819",PAB00056,"00063","0",2019/09/18 02:00:00+02,2019/09/18 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"4598",M,M34c,"Zuiderzeeweg 4, Amsterdam"
"POINT (4.837745 52.3652902)","29037",REF60266,"553032","1",2009/06/30 02:00:00+02,2009/06/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"27",F,F86a,"Jan Mankesstraat 25, Amsterdam"
"POINT (4.7968493 52.3747941)","67790",PAF32082,HBD2.016.1919,"1",2017/03/13 01:00:00+01,2017/03/13 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F78b,"Van Karnebeekstraat 53, Amsterdam"
